id_igralca,id_filma,vloga
0039954,0044391,I
0082511,0044391,I
0591486,0044391,R
0000078,0045061,I
0000058,0045061,I
0280178,0045061,I
0000955,0045061,I
0572142,0045061,I
0622450,0045061,I
0285643,0045061,I
0189618,0045061,I
0185953,0045061,I
0793168,0045061,I
0280649,0045061,I
0510181,0045061,I
0565887,0045061,I
0532290,0045061,I
0640620,0045061,I
0331064,0045061,I
0492514,0045061,I
0640823,0045061,I
0000406,0045061,R
0000044,0044509,I
0095804,0044509,I
0601930,0044509,I
0001395,0044509,I
0643211,0044509,I
0561487,0044509,I
0326589,0044509,I
0446011,0044509,I
0298333,0044509,I
0321982,0044509,I
0351744,0044509,I
0356198,0044509,I
0423460,0044509,I
0498608,0044509,I
0570468,0044509,I
0574707,0044509,I
0600563,0044509,I
0612062,0044509,I
0542702,0044509,R
0000008,0045296,I
0676492,0045296,I
0000063,0045296,I
0936476,0045296,I
0608909,0045296,I
0715284,0045296,I
0546712,0045296,I
0330241,0045296,I
0318153,0045296,I
0798826,0045296,I
0024700,0045296,I
0308257,0045296,I
0740378,0045296,I
0242972,0045296,I
0015976,0045296,I
5146893,0045296,I
0046564,0045296,I
0046812,0045296,I
0001415,0045296,R
0001207,0044926,I
0001248,0044926,I
0282530,0044926,I
0634488,0044926,I
0441251,0044926,I
0809421,0044926,I
0163515,0044926,I
0187957,0044926,I
0440661,0044926,I
0486946,0044926,I
0598777,0044926,I
0841842,0044926,I
0501384,0044926,I
0071824,0044926,I
0000942,0044926,I
0001088,0044926,I
0141202,0044926,I
0189293,0044926,I
0001379,0044926,R
0724732,0044446,I
0002897,0044446,I
0665902,0044446,I
0433188,0044446,I
0792163,0044446,I
0866627,0044446,I
0001186,0044446,I
0020600,0044446,I
0584194,0044446,I
1812777,0044446,I
0365999,0044446,I
0391644,0044446,I
1030252,0044446,I
0611345,0044446,I
0680587,0044446,I
0811013,0044446,I
0818095,0044446,I
0877839,0044446,I
0000180,0044446,R
0001333,0045333,I
0001983,0045333,I
0915536,0045333,I
0728812,0045333,I
0001822,0045333,I
0922505,0045333,I
0580916,0045333,I
0020005,0045333,I
0795289,0045333,I
0646828,0045333,I
0016251,0045333,I
0035504,0045333,I
0041598,0045333,I
0048448,0045333,I
0049852,0045333,I
0102251,0045333,I
0103362,0045333,I
0112201,0045333,I
0485943,0045333,R
0000071,0044672,I
0000032,0044672,I
0002149,0044672,I
0664273,0044672,I
0483787,0044672,I
0002108,0044672,I
0928295,0044672,I
0079328,0044672,I
0862937,0044672,I
0446374,0044672,I
0190975,0044672,I
0174234,0044672,I
0636026,0044672,I
0312672,0044672,I
0446120,0044672,I
0725891,0044672,I
0928207,0044672,I
0141311,0044672,I
0001124,0044672,R
0000075,0045039,I
0000074,0045039,I
0004496,0045039,I
0312890,0045039,I
0011625,0045039,I
0000978,0045039,I
0427543,0045039,I
0215000,0045039,I
0412443,0045039,I
0319557,0045039,I
0237286,0045039,I
2015175,0045039,I
0017580,0045039,I
0110375,0045039,I
0114127,0045039,I
0146905,0045039,I
0176855,0045039,I
0179321,0045039,I
0113284,0045039,R
0000060,0046250,I
0000030,0046250,I
0000734,0046250,I
0694403,0046250,I
0930732,0046250,I
0712615,0046250,I
0138479,0046250,I
0137567,0046250,I
0259599,0046250,I
0095979,0046250,I
0729866,0046250,I
0812726,0046250,I
0330926,0046250,I
0024363,0046250,I
0030433,0046250,I
0034257,0046250,I
0046785,0046250,I
0049331,0046250,I
