id,ime
0743218,Anthony Ross
0721728,Gene Reynolds
0284812,Jacqueline Fontaine
0753103,Eddie Ryder
0448836,Robert Kent
0721798,John W. Reynolds
0017444,Bob Alden
0117058,Buddy Bryan
0001995,George Chakiris
0164202,Les Clark
0198980,Roy Damron
2665210,Drusilla Davis
0206141,Hal K. Dawson
0234938,Allan Douglas
0242940,Don Dunning
0780833,George Seaton
0180263,Katharine Cornell
0445656,Helen Keller
0860607,Polly Thompson
0252032,Dwight D. Eisenhower
0334208,Martha Graham
0374011,Jascha Heifetz
0375818,Robert Helpmann
0825473,Gertrude Stein
0837955,Anne Sullivan
0358071,Nancy Hamilton
0001257,Ava Gardner
0330961,Marius Goring
0181305,Valentina Cortese
0106387,Rossano Brazzi
0783288,Elizabeth Sellars
0828838,Warren Stevens
0409421,Franco Interlenghi
0017628,Mari Aldon
0176328,Alberto Rabagliati
0821543,Enzo Staiola
0953088,Maria Zanoli
0156989,Renato Chiantoni
0292077,Bill Fraser
0663550,John Parrish
0313899,Jim Gérald
0213831,Diana Decker
0639385,Hugh O&#x27;Brian
0391096,Earl Holliman
0550855,E.G. Marshall
0123699,Robert Burton
0012113,Robert Adler
0018685,Richard Alexander
0101394,Rudy Bowman
0106737,John Breen
0229424,Edward Dmytryk
0001682,Mickey Rooney
0569902,Charles McGraw
0043396,Keiko Awaji
0788353,Richard Shannon
0099071,Willis Bouchey
0017685,Keith Aldrich
0001904,Corey Allen
0038620,Bill Ash
0038799,Nadine Ashdown
0066260,Marshall U. Beebe
0102318,Ray Boyle
0130344,Cheryl Callaway
0733476,Mark Robson
0872456,Claire Trevor
0206478,Laraine Day
0821041,Robert Stack
0012443,Jan Sterling
0365201,Phil Harris
0628579,Robert Newton
0108406,David Brian
0446769,Paul Kelly
0085782,Sidney Blackmer
0084098,Julie Bishop
0327602,Pedro Gonzalez Gonzalez
0397397,John Howard
0114878,Wally Brown
0132930,William Campbell
0233352,Ann Doran
0702798,John Qualen
0280707,Paul Fix
0920074,William A. Wellman
0570192,Dorothy McGuire
0431139,Louis Jourdan
0573704,Maggie McNamara
0626350,Cathleen Nesbitt
0093245,Dino Bolognese
0108937,Maurice Brierre
0144934,Iphigenie Castiglioni
0174188,James Conaty
0210108,Anthony De Mario
0479080,Charles La Torre
0000015,James Dean
0557339,Raymond Massey
0364915,Julie Harris
0412322,Burl Ives
0202501,Richard Davalos
0886888,Jo Van Fleet
0215260,Albert Dekker
0809135,Lois Smith
0007808,Abdullah Abbas
0021009,Rose Allen
0034701,José Arias
0062642,Barbara Baxley
0073217,John Beradino
0086198,Betsy Blair
0591034,Esther Minciotti
0162557,Augusta Ciolli
0544064,Joe Mantell
0824606,Karen Steele
0661577,Jerry Paris
0068289,Joe Bell
0110318,Nick Brkich
2368487,Brad Brown
0116985,Marvin Bryan
0154665,Paddy Chayefsky
0170106,Bud Cokes
2755102,Steven Hecht
0542720,Delbert Mann
0000020,Henry Fonda
0000010,James Cagney
0001635,William Powell
0000493,Jack Lemmon
0658133,Betsy Palmer
0011244,Nick Adams
0520164,Perry Lopez
0193411,Ken Curtis
0730123,Robert Roark
0001013,Harry Carey Jr.
0915618,Patrick Wayne
0018173,Frank Aletter
0028872,Tige Andrews
0032058,Fritz Ford
0597225,Jim Moloney
0440203,Buck Kartalian
0503777,Mervyn LeRoy
0517597,Joshua Logan
0000026,Cary Grant
0484829,Jessie Royce Landis
0889024,Charles Vanel
0041270,Brigitte Auber
0553361,Jean Martinelli
0031708,Georgette Anys
0012438,George Adrian
0086994,René Blancard
0101640,George Boyce
0108291,Margaret Brewster
0000033,Alfred Hitchcock
0002017,Richard Conte
0200645,Ray Danton
0339615,Virginia Gregg
0057983,Don &#x27;Red&#x27; Barry
0440465,David Kasday
0132272,Carole Ann Campbell
0043086,Tol Avery
0026629,Don Anderson
0063446,Brandon Beach
0063852,Mary Bear
0593192,Cameron Mitchell
0876451,Tom Tully
0301348,Richard Gaines
0928550,Audrey Young
0362331,John Harding
0016755,Mal Alberts
0004704,Herb Alpert
0896533,Charles Vidor
0534286,Gordon MacRae
0625383,Gene Nelson
0339307,Charlotte Greenwood
0429250,Shirley Jones
0926235,James Whitmore
0492631,Barbara Lawrence
0282435,Jay C. Flippen
0054117,Roy Barcroft
0593411,James Mitchell
0512972,Bambi Linn
0941466,Jennie Workman
0098000,Virginia Bosler
0113992,Kelly Brown
0852355,Evelyn Taylor
0874141,Lizanne Truex
0001571,Kim Novak
0275897,Betty Field
0001782,Susan Strasberg
0731772,Cliff Robertson
0640023,Arthur O&#x27;Connell
0271658,Verna Felton
0789931,Reta Shaw
0933361,Elizabeth Wilson
0751426,Rosalind Russell
0011431,Warren Frederick Adams
0048311,Carle E. Baker
0069857,George E. Bemis
0072969,Steve Benton
0079914,Harold A. Beyer
0168199,Paul R. Cochran
0536167,Anna Magnani
0667542,Marisa Pavan
0177879,Ben Cooper
0340706,Virginia Grey
0013405,Mimi Aguglia
0839234,Florence Sundstrom
0040548,Albert Adkins
0045386,Don Bachardy
0151228,Larry Chance
0348084,Roger Gunderson
0366346,Jean Hart
0401673,George Humbert
0447117,Dorrit Kelton
0497857,May Lee
0001229,Glenn Ford
0662223,Eleanor Parker
0000549,Roger Moore
0254833,Evelyn Ellis
0050019,Walter Baldwin
0168459,Ann Codee
0755200,Leopold Sachse
0067391,Stephen Bekassy
0022863,Phyllis Altivo
0055591,Francis Barnes
0060974,Louise Bates
0086061,George Blagoi
0087542,Heinz Blankenburg
