id,ime
0512327,Michael Lindsay-Hogg
0002231,Gian Maria Volontè
0093030,Florinda Bolkan
0764369,Gianni Santuccio
0677880,Elio Petri
0761212,Dominique Sanda
0135320,Lino Capolicchio
0000918,Helmut Berger
0949574,Gig Young
0037735,Bea Arthur
0000889,Bonnie Bedelia
0397220,Cy Howard
0186844,Johnny Crawford
0363524,Kristin Harmon
0737992,James R. Rokos
0000080,Orson Welles
0354888,Diana Hale
0592767,Lee Mishkin
0867694,Topol
0186408,Norma Crane
0294600,Leonard Frey
0000432,Gene Hackman
0001702,Roy Scheider
0721073,Fernando Rey
0001243,William Friedkin
0000961,Timothy Bottoms
0000313,Jeff Bridges
0001732,Cybill Shepherd
0000953,Peter Bogdanovich
0162541,Charles Cioffi
0001587,Alan J. Pakula
0001450,Angela Lansbury
0745780,Richard Roundtree
0348214,Moses Gunn
0662953,Gordon Parks
0642198,Jennifer O&#x27;Neill
0342201,Gary Grimes
0396749,Jerry Houser
0419785,Michael Jayston
0840531,Janet Suzman
0633661,Roderic Noble
0001671,Diana Rigg
0400464,Barnard Hughes
0696303,Lawrence Pressman
0141543,Conlan Carter
0574534,Ian McShane
0338396,Walon Green
0818527,Ed Spiegel
0799237,Alastair Sim
0714878,Michael Redgrave
0371156,Melvyn Hayes
0931530,Richard Williams
2426072,Richard Hammer
0834334,Joseph Strick
0025374,Robert Amram
0561752,Len Maxwell
0677726,Ted Petok
0000199,Al Pacino
0001001,James Caan
0000338,Francis Ford Coppola
0591485,Liza Minnelli
0001868,Michael York
0340926,Helmut Griem
0002080,Bob Fosse
0001967,Peter Boyle
0006916,Michael Ritchie
0786891,Delphine Seyrig
0291289,Paul Frankeur
0000320,Luis Buñuel
0880521,Liv Ullmann
0843306,Kari Sylwan
0566680,Alec McCowen
0001283,Louis Gossett Jr.
0001902,Edward Albert
0373012,Eileen Heckart
0441501,Milton Katselas
13557317,Agnes Benjamin
0331374,Marjoe Gortner
13557316,Vernon Gortner
0449576,Sarah Kernochan
0808474,Howard Smith
0401101,Charles Huguenot van der Linden
0734347,Norman Rockwell
0221988,Robert Deubel
0000995,Ellen Burstyn
0000304,Linda Blair
0001575,Tatum O&#x27;Neal
0001404,Madeline Kahn
0226947,Bradford Dillman
0637649,Magali Noël
0953025,Bruno Zanin
0535991,Pupella Maggio
0529543,Jean-Pierre Léaud
0000076,François Truffaut
0905993,Lindsay Wagner
0002144,John Houseman
0108745,James Bridges
0318527,Jack Gilford
0374348,Laurie Heineman
0000814,John G. Avildsen
0000649,Paul Sorvino
0576590,Zubin Mehta
14463678,Merrit Buxbaum
14463674,Robert Dival
0275180,William Fertik
5850281,Allan Miller
0610006,Frank Mouris
0610005,Caroline Mouris
0000134,Robert De Niro
0000380,Robert Duvall
0000197,Jack Nicholson
0347086,John Guillermin
0001486,Sidney Lumet
0001136,Bruce Dern
0001434,Kris Kristofferson
0070592,Mia Bendixsen
0000217,Martin Scorsese
8844279,Tin Chan
8844280,Chau Diem
0628924,Ngo Dinh Diem
0205282,Peter Davis
0138770,Art Carney
0258089,René Enríquez
0005196,Paul Mazursky
2539992,Todd Oleson
3656107,Holly Johnson
0306735,Bob Gardiner
0899139,Will Vinton
0536750,Larry Mahan
0528555,Phil Lyne
0566948,Joel McCrea
0581303,Kieth Merrill
0699510,Paul Préboist
0545054,Marie Marc
0152820,Lyne Chardonnet
0503778,Michel Leroy
7145464,William G. Bowen
7145461,Edward Cone
7145460,Aaron Lemonick
0469313,Julian Krainin
0756040,DeWitt Sage
0000377,Richard Dreyfuss
0000229,Steven Spielberg
0001221,Louise Fletcher
0077720,Michael Berryman
0001232,Milos Forman
0001943,Marisa Berenson
0535861,Patrick Magee
0001030,John Cazale
0020897,Penelope Allen
0001018,Keith Carradine
0000947,Karen Black
0086867,Ronee Blakley
0000797,Hal Ashby
0613364,Maksim Munzuk
0813272,Yuriy Solomin
0125730,Mikhail Bychkov
0040472,William Atherton
0122675,George Burns
0000907,Richard Benjamin
0006889,Herbert Ross
1098598,Bob McKeown
1763576,Mark Kelley
0532878,Linden MacIntyre
0594265,Yûichirô Miura
12668021,Shintaro Ishihara
12668022,Taisuke Fujishima
0187008,F.R. Crawley
0638928,Bruce Nyznik
0499651,Robin Lehman
0001972,Richard Briers
0288714,Harry Fowler
0600924,Barbara Moore
0323962,Bob Godfrey
0000230,Sylvester Stallone
0001735,Talia Shire
0949350,Burt Young
0002075,Peter Finch
0000256,Jenny Agutter
0430151,Richard Jordan
0912001,Jack Warden
0827032,Harvey Stephens
0001149,Richard Donner
0001301,Charles Grodin
0001448,Jessica Lange
0000997,Gary Busey
0682757,Frank Pierson
0001016,David Carradine
0001074,Ronny Cox
0227039,Melinda Dillon
0042106,Tina Aumont
0114978,Cicely Browne
0507378,John L. Lewis
2472080,Carl Horn
3098949,Norman Yarborough
0465932,Barbara Kopple
0138405,Jean Carmet
0240638,Jacques Dufilho
0746164,Catherine Rouvel
0000269,Jean-Jacques Annaud
0684095,Dadi Pinero
0410023,Gloria Irizarry
0759563,Bert Salzman
0033623,Alexander Archdale
1347157,Bruce Petty
2472581,Harry Asimow
0616628,Barbara Myerhoff
0003313,Lynne Littman
0001217,Fionnula Flanagan
0483871,Peter Lampert
0030800,Keith Anthoni
0349722,Andre R. Guttfreund
0921464,Peter Werner
0000434,Mark Hamill
0000148,Harrison Ford
0000402,Carrie Fisher
0000184,George Lucas
0000414,Teri Garr
0000095,Woody Allen
0000473,Diane Keaton
0731634,Tony Roberts
0556850,Marsha Mason
0191944,Quinn Cummings
0137230,Len Cariou
0697660,Harold Prince
0060634,Michal Bat-Adam
1594252,Samy Ben-Youb
0594624,Moshé Mizrahi
0174883,Didi Conn
