id_filma,id_igralca,vloga
0072684,0001943,I
0072684,0535861,I
0072684,0000040,R
0072890,0000199,I
0072890,0001030,I
0072890,0020897,I
0072890,0001486,R
0073440,0001018,I
0073440,0000947,I
0073440,0086867,I
0073440,0000265,R
0073692,0000886,I
0073692,0001046,I
0073692,0000443,I
0073692,0000797,R
0071411,0613364,I
0071411,0813272,I
0071411,0125730,I
0071411,0000041,R
0073113,0001715,I
0073113,0000843,I
0073113,0040472,I
0073113,0936404,R
0073766,0000527,I
0073766,0122675,I
0073766,0000907,I
0073766,0006889,R
0169446,1098598,I
0169446,1763576,I
0169446,0532878,I
0073340,0594265,I
0073340,12668021,I
0073340,12668022,I
0073340,0187008,R
0073340,0638928,R
0072939,0499651,R
0073068,0001972,I
0073068,0288714,I
0073068,0600924,I
0073068,0323962,R
0071430,0499651,R
0075148,0000230,I
0075148,0001735,I
0075148,0949350,I
0075148,0000814,R
0074958,0001159,I
0074958,0000034,I
0074958,0002075,I
0074958,0001486,R
0074812,0001868,I
0074812,0000256,I
0074812,0430151,I
0074812,0027183,R
0074119,0000163,I
0074119,0000602,I
0074119,0912001,I
0074119,0001587,R
0075005,0000060,I
0075005,0001665,I
0075005,0827032,I
0075005,0001149,R
0074751,0000313,I
0074751,0001301,I
0074751,0001448,I
0074751,0347086,R
0075265,0000659,I
0075265,0001434,I
0075265,0000997,I
0075265,0682757,R
0074235,0001016,I
0074235,0001074,I
0074235,0227039,I
0074235,0000797,R
0074291,0000661,I
0074291,0042106,I
0074291,0114978,I
0074291,0000019,R
0074605,0507378,I
0074605,2472080,I
0074605,3098949,I
0074605,0465932,R
0074972,0138405,I
0074972,0240638,I
0074972,0746164,I
0074972,0000269,R
0072646,0000649,I
0072646,0684095,I
0072646,0410023,I
0072646,0759563,R
0074787,0033623,I
0074787,1347157,R
0074987,2472581,I
0074987,0616628,I
0074987,0003313,I
0074987,0003313,R
0074675,0001217,I
0074675,0483871,I
0074675,0030800,I
0074675,0349722,R
0074675,0921464,R
0076759,0000434,I
0076759,0000148,I
0076759,0000402,I
0076759,0000184,R
0075860,0000377,I
0075860,0000076,I
0075860,0000414,I
0075860,0000229,R
0075686,0000095,I
0075686,0000473,I
0075686,0731634,I
0075686,0000095,R
0076095,0000377,I
0076095,0556850,I
0076095,0191944,I
0076095,0006889,R
0076245,0000404,I
0076245,0000603,I
0076245,0001673,I
0076245,0003593,R
0076319,0000072,I
0076319,0001671,I
0076319,0137230,I
0076319,0697660,R
0076348,0797531,I
0076348,0060634,I
0076348,1594252,I
0076348,0594624,R
0076941,0174883,I
0076941,0798718,I
0076941,0953651,I
0076941,0112072,R
0076918,2861819,I
0076918,2773826,I
0076918,2773813,I
0076918,0466793,R
0075847,0388394,R
0076173,15642782,I
0076173,0787291,R
0076105,2784537,I
0076105,0836465,I
0076105,0003385,R
0077416,0000134,I
0077416,0000686,I
0077416,0001030,I
0077416,0001047,R
0078346,0001659,I
0078346,0452288,I
0078346,0000432,I
0078346,0001149,R
0077928,0001113,I
0077928,0591968,I
0077928,0005019,I
0077928,0000570,R
0077413,0001811,I
0077413,0001201,I
0077413,0531546,I
0077413,0347086,R
0077405,0000152,I
0077405,0000724,I
0077405,0001731,I
0077405,0000517,R
0077362,0000404,I
0077362,0000685,I
0077362,0001136,I
0077362,0000797,R
0077663,0000886,I
0077663,0000051,I
0077663,0001046,I
0077663,0000886,R
0077663,0377750,R
0077280,0000997,I
0077280,0835144,I
0077280,0001747,I
0077280,0711114,R
0077289,0000404,I
0077289,0000257,I
0077289,0001749,I
0077289,0006889,R
0078382,0838595,I
0078382,0485142,I
0078382,0638079,I
0078382,0458228,R
0078122,0000367,I
0078122,0491021,I
0078122,0223033,I
0078122,0088397,R
0078205,0000393,I
0078205,10113906,I
0078205,0188757,I
0078205,0788461,R
0078372,0059169,I
0078372,2177087,I
0078372,0189476,I
0078372,0000431,R
0077564,2195914,I
0077564,2193476,I
0077564,2790402,I
0077564,0790536,R
0078788,0000640,I
0078788,0000008,I
0078788,0000380,I
0078788,0000338,R
0078748,0000244,I
0078748,0000643,I
0078748,0000457,I
0078748,0000631,R
0078875,0000908,I
0078875,0000728,I
0078875,0935190,I
0078875,0772522,R
0078754,0001702,I
0078754,0001448,I
0078754,0718237,I
0078754,0002080,R
0079417,0000163,I
0079417,0000658,I
0079417,0000737,I
0079417,0000914,R
0078902,0160550,I
0078902,0000598,I
0078902,0827663,I
0078902,0946811,R
0078841,0000634,I
0078841,0000511,I
0078841,0002048,I
0078841,0000797,R
0078872,0719738,I
0078872,0001682,I
0078872,0000414,I
0078872,0050597,R
0079638,0000398,I
0079638,0000977,I
0079638,0500038,I
0079638,0728688,R
0080009,0000176,I
0080009,0278752,I
0080009,0493271,I
0080009,0000591,R
0079477,0000059,I
0079477,0000178,I
0079477,0076400,I
0079477,0001351,R
0078850,0937390,I
0078850,0937398,I
0078850,0609216,I
0078850,0937390,R
0080762,0827716,I
0080762,0326698,I
0080762,7077913,I
0080762,0503635,R
0079126,0137060,I
0079126,0184848,I
0079126,0689540,I
0079126,0270187,R
0206312,0761829,I
0206312,0545391,I
0206312,0531323,R
0206312,0919732,R
0079704,0001627,I
0079704,0732079,I
0079704,0916959,I
0079704,0877020,R
0080684,0000434,I
0080684,0000148,I
0080684,0000402,I
0080684,0449984,R
0081398,0000134,I
0081398,0001550,I
0081398,0000582,I
0081398,0000217,R
0081283,0000661,I
0081283,0001546,I
0081283,0002139,I
0081283,0000602,R
0080716,0058532,I
0080716,0001011,I
0080716,0001087,I
0080716,0000570,R
0080549,0000651,I
0080549,0000169,I
0080549,0375629,I
0080549,0000776,R
0079579,0018079,I
0079579,0060692,I
0079579,0613655,I
0079579,0579828,R
0081150,0494432,I
0081150,0001673,I
0081150,0156187,I
0081150,0001129,R
0081040,0736537,R
0082209,0045610,R
0078885,1130927,I
0078885,1129856,I
0078885,0026035,I
0078885,0255070,R
0080987,0381494,I
0080987,0122745,I
0080987,0326400,I
0080987,0356806,R
0080987,0480627,R
0082971,0000148,I
0082971,0000261,I
0082971,0293550,I
0082971,0000229,R
0082010,0622544,I
0082010,0000256,I
0082010,0067643,I
0082010,0000484,R
0082484,0569239,I
0082484,0000579,I
0082484,0252832,I
0082484,0000269,R
0082158,0002027,I
0082158,0153182,I
0082158,0268297,I
0082158,0399853,R
0082846,0000031,I
0082846,0000020,I
0082846,0000404,I
0082846,0041932,R
0082031,0001545,I
0082031,0591485,I
0082031,0000024,I
0082031,0330619,R
0082979,0000886,I
0082979,0000473,I
0082979,0001346,I
0082979,0000886,R
0082736,0001970,I
0082736,0126569,I
0082736,0417370,I
0082736,0843640,R
0084764,0752960,R
0083293,0174883,I
0083293,0231120,I
0083293,0766697,I
0083293,0506099,R
0080643,0882048,I
0080643,0298504,I
0080643,0573893,I
0080643,0002337,R
0082187,1044245,I
0082187,0633649,R
0083866,0001794,I
0083866,0000106,I
0083866,0001075,I
0083866,0000229,R
0084434,0000152,I
0084434,0000700,I
0084434,0001418,I
0084434,0000431,R
0083987,0001426,I
0083987,0000024,I
0083987,0368990,I
0083987,0000277,R
0084707,0000658,I
0084707,0000177,I
0084707,0001493,I
0084707,0001587,R
0084805,0000163,I
0084805,0001448,I
0084805,0000414,I
0084805,0001628,R
0083922,0349776,I
0083922,0021655,I
0083922,0012358,I
0083922,0000005,R
0086617,0000154,I
0086617,0000244,I
0086617,0001373,I
0086617,0001837,R
0084335,0000493,I
0084335,0000651,I
0084335,0563039,I
0084335,0002020,R
0084865,0000267,I
0084865,0001258,I
0084865,0696481,I
0084865,0001175,R
0082443,0000072,I
0082443,0000080,I
0082443,0927622,I
0082443,0777510,R
0084874,0273888,I
0084874,0664661,I
0084874,0126960,I
0084874,0305054,R
0084672,0000391,I
0084672,0780485,I
0084672,0382799,I
0084672,0779270,R
0084118,0129635,I
0084118,0124220,I
0084118,0161476,I
0084118,0621815,R
0086190,0000434,I
0086190,0000148,I
0086190,0000402,I
0086190,0549658,R
0086425,0000511,I
0086425,0000700,I
0086425,0000197,I
0086425,0000985,R
0085549,0000884,I
0085549,0636694,I
0085549,0803785,I
0085549,0001490,R
0086197,0001731,I
0086197,0001277,I
0086197,0000438,I
0086197,0442241,R
0086423,0000380,I
0086423,0002128,I
0086423,0000990,I
0086423,0000915,R
0086619,0000659,I
0086619,0001388,I
0086619,0001597,I
0086619,0000659,R
0085655,0195073,I
0085655,0172423,I
0085655,0000177,I
0085655,0001915,R
0086388,1422712,I
0086388,0681804,R
0085548,2272881,I
0085548,2265968,I
0085548,0102483,I
0085548,0778993,R
0083688,0001227,I
0083688,0288944,I
0083688,0183504,I
0083688,0564260,R
0087469,0000148,I
0087469,0001009,I
0087469,0702841,I
0087469,0000229,R
0086879,0000719,I
0086879,0001371,I
0086879,0000931,I
0086879,0001232,R
0087553,0001832,I
0087553,0628955,I
0087553,0000518,I
0087553,0423646,R
0087921,0000398,I
0087921,0001080,I
0087921,0000438,I
0087921,0000914,R
0088414,0000698,I
0088414,0001456,I
0088414,0001301,I
0088414,0000698,R
0087957,0002239,I
0087957,0467664,I
0087957,0206528,I
0087957,0536299,R
0087892,0001114,I
0087892,0051856,I
0087892,0001919,I
0087892,0000180,R
0088007,0000154,I
0088007,0000651,I
0088007,0047490,I
0088007,0041932,R
0088275,0001213,I
0088275,0587548,I
0088275,0472151,I
0088275,0258531,R
0087144,0681566,I
0087144,0033329,I
0087144,0880521,I
0087144,0218252,R
0088725,0404702,I
0088725,3992396,I
0088725,3991145,I
0088725,0096486,R
0087040,0591516,I
0087040,0591516,R
0088177,2819489,I
0088177,2827399,I
0088177,0402552,R
0088177,0906041,R
0088763,0000150,I
0088763,0000502,I
0088763,0000670,I
0088763,0000709,R
0089881,0619938,I
0089881,0855417,I
0089881,0628704,I
0089881,0000041,R
0090329,0000148,I
0090329,0000534,I
0090329,0001305,I
0090329,0001837,R
0089560,0000333,I
0089560,0000655,I
0089560,0000385,I
0089560,0000953,R
0088933,0000747,I
0088933,0000979,I
0088933,0002025,I
0088933,0000165,R
0091867,0001749,I
0091867,0000307,I
0091867,0001186,I
0091867,0412465,R
0089755,0000658,I
0089755,0000602,I
0089755,0001970,I
0089755,0001628,R
0089841,0000197,I
0089841,0000678,I
0089841,0005162,I
0089841,0001379,R
0090319,0000864,I
0090319,0002138,I
0090319,0804592,I
0090319,0000431,R
0089424,0000458,I
0089424,0000471,I
0089424,0000968,I
0089424,0002199,R
0089276,0001903,I
0089276,0022765,I
0089276,0897693,I
0089276,0699933,R
0090203,0656183,I
0090203,0001334,I
0090203,0323344,I
0090203,0557751,R
0088740,0789600,I
0088740,0078949,I
0088740,0145292,I
0088740,0075731,R
0088857,0000640,I
0088857,0756763,I
0088857,0580565,I
0088857,0610927,R
0089612,0049314,I
0089612,0077825,I
0089612,0087529,I
0089612,0113819,R
0090965,0335519,I
0090965,0267757,I
0090965,0361201,I
0090965,0335519,R
0091152,0886952,R
0090330,2831966,I
0090330,0633271,I
0090330,17227371,I
0090330,0787304,R
0088332,4755967,I
0088332,1184603,I
0088332,0393914,R
0088332,0403174,R
0092099,0000129,I
0092099,0000209,I
0092099,0000534,I
0092099,0001716,R
0090605,0000244,I
0090605,0000299,I
0090605,0001343,I
0090605,0000116,R
0091763,0000221,I
0091763,0000297,I
0091763,0000353,I
0091763,0000231,R
0091064,0000156,I
0091064,0000133,I
0091064,0315288,I
0091064,0000343,R
0091530,0000134,I
0091530,0000460,I
0091530,0564044,I
0091530,0423646,R
0090863,0000056,I
0090863,0000129,I
0090863,0001512,I
0090863,0000217,R
0091167,0001201,I
0091167,0001848,I
0091167,0000323,I
0091167,0000095,R
0090830,0000458,I
0090830,0559144,I
0090830,0001453,I
0090830,0354279,R
0090557,0330143,I
0090557,0167388,I
0090557,0354593,I
0090557,0851724,R
0090576,0513190,I
0090576,0879726,I
0090576,0892857,I
0090576,0705444,R
0091787,0941457,R
0092235,0940946,I
0092235,2831454,I
0092235,2832094,I
0092235,0893868,R
0093870,0000693,I
0093870,0000262,I
0093870,0641397,I
0093870,0000682,R
0092890,0000664,I
0092890,0000426,I
0092890,0001583,I
0092890,0001915,R
0094226,0000126,I
0094226,0000125,I
0094226,0000134,I
0094226,0000361,R
0093565,0000333,I
0093565,0000115,I
0093565,0001156,I
0093565,0422484,R
0094291,0000221,I
0094291,0000140,I
0094291,0876645,I
0094291,0000231,R
0093389,0518821,I
0093389,0001040,I
0093389,0000564,I
0093389,0000934,R
0093148,0001475,I
0093148,0227039,I
0093148,0486661,I
0093148,0213100,R
0093260,0000598,I
0093260,0001737,I
0093260,0000212,I
0093260,0001102,R
0092603,0000804,I
0092603,0458064,I
0092603,0270147,I
0092603,0002196,R
0093713,0404817,I
0093713,0001884,I
0093713,0654994,I
0093713,0000806,R
0093488,0634159,I
0093488,0001626,I
0093488,0045610,R
0093826,0009854,I
0093826,0158678,I
0093826,0195311,I
0093826,0330057,R
0094363,2198139,I
0094363,2186349,I
0094363,0174904,R
0094363,0555680,R
0364151,0000217,I
0364151,0000953,I
0364151,0004746,I
0094721,0000285,I
0094721,0000133,I
0094721,0000474,I
0094721,0000318,R
0095953,0000163,I
0095953,0000129,I
0095953,0000420,I
0095953,0001469,R
0095765,0634159,I
0095765,0134073,I
0095765,0041066,I
0095765,0868153,R
0096438,0001364,I
0096438,0000502,I
0096438,0001026,I
0096438,0000709,R
0095647,0000432,I
0095647,0000353,I
0095647,0000531,I
0095647,0000570,R
0094947,0000335,I
0094947,0000518,I
0094947,0000201,I
0094947,0001241,R
0095159,0000092,I
0095159,0000130,I
0095159,0000177,I
0095159,0187769,R
0095159,0000092,R
0094608,0000534,I
0094608,0000149,I
0094608,0183464,I
0094608,0438279,R
0096463,0000429,I
0096463,0000148,I
0096463,0000244,I
0096463,0001566,R
0094606,0000458,I
0094606,0000678,I
0094606,0000133,I
0094606,0001410,R
0094747,0001845,I
0094747,0893204,I
0094747,0954677,I
0094747,0000142,R
0095638,0001952,I
0095638,0103071,I
0095638,0000968,I
0095638,0000602,R
0096273,0005124,R
0095341,0053597,I
0095341,0487351,I
0095341,0649096,I
0095341,0649096,R
0094670,0942833,I
0094670,0000100,I
0094670,0582418,I
0094670,0661751,R
0096484,1168981,I
0096484,2847673,I
0096484,2847396,I
0096484,0164885,R
0096484,0349702,R
0097576,0000148,I
0097576,0000125,I
0097576,0233145,I
0097576,0000229,R
0097165,0000245,I
0097165,0000494,I
0097165,0000160,I
0097165,0001837,R
0096895,0000474,I
0096895,0000197,I
0096895,0000107,I
0096895,0000318,R
0096754,0000438,I
0096754,0001512,I
0096754,0000299,I
0096754,0000116,R
0097757,0072533,I
0097757,0942787,I
0097757,0041281,I
0097757,0166256,R
0097757,0615780,R
0097441,0000111,I
0097441,0000243,I
0097441,0000144,I
0097441,0001880,R
0096969,0000129,I
0096969,0488267,I
0096969,0000855,I
0096969,0000231,R
0097239,0000151,I
0097239,0001788,I
0097239,0000101,I
0097239,0000915,R
0097937,0000358,I
0097937,0002084,I
0097937,0924009,I
0097937,0006487,R
0097499,0000110,I
0097499,0001394,I
0097499,0791871,I
0097499,0000110,R
0099317,0781276,I
0099317,0661910,R
0097099,0506870,I
0097099,0541723,I
0097099,0541746,I
0097099,0258531,R
0097099,0295243,R
0096880,0490771,R
0096880,0490773,R
0100076,0088647,I
0100076,0285568,I
0100076,0424574,I
0100076,0203215,R
0097628,0137230,I
0097628,3399817,I
0097628,3400101,I
0097628,0346549,R
0098677,0377901,I
0098677,0114742,I
0098677,0121755,I
0098677,0376835,R
0099685,0000134,I
0099685,0000501,I
0099685,0000582,I
0099685,0000217,R
0100802,0000216,I
0100802,0000232,I
0100802,0000461,I
0100802,0000682,R
0100157,0001001,I
0100157,0000870,I
0100157,0002070,I
0100157,0001661,R
0099348,0000126,I
0099348,0001521,I
0099348,0001295,I
0099348,0000126,R
0099653,0000664,I
0099653,0000193,I
0099653,0000155,I
0099653,0958387,R
0099810,0000125,I
0099810,0000285,I
0099810,0001277,I
0099810,0001532,R
0099422,0000886,I
0099422,0000187,I
0099422,0000199,I
0099422,0000886,R
0100486,0000460,I
0100486,0000335,I
0100486,0798779,I
0100486,0775447,R
0099334,0000367,I
0099334,0110507,I
0099334,0001641,I
0099334,0710919,R
0099028,14905883,I
0099028,14905884,I
0099028,14905885,I
0099028,0465932,R
0099028,0135199,R
0099028,0359735,R
0100470,0959891,I
0100470,0845748,I
0100470,0803355,I
0100470,0002699,R
0102926,0000149,I
0102926,0000164,I
0102926,0001277,I
0102926,0001129,R
0103064,0000216,I
0103064,0000157,I
0103064,0000411,I
0103064,0000116,R
0103074,0000215,I
0103074,0000133,I
0103074,0000172,I
0103074,0000631,R
0101414,0641314,I
0101414,0000913,I
0101414,0181425,I
0101414,0873779,R
0101414,0936374,R
0102138,0000126,I
0102138,0000198,I
0102138,0000493,I
0102138,0000231,R
0101889,0000313,I
0101889,0000245,I
0101889,0117035,I
0101889,0000416,R
0101587,0000345,I
0101587,0001588,I
0101587,0827663,I
0101587,0881038,R
0101516,0000886,I
0101516,0000906,I
0101516,0000172,I
0101516,0001469,R
0102426,0007746,I
0102426,0081702,I
0102426,0147794,I
0102426,0759368,R
0099372,1165301,I
0099372,0640804,I
0099372,1337088,I
0099372,0645574,R
0108086,0013602,I
0108086,0026687,I
0108086,0187540,I
0108086,0935641,R
0102392,0337319,R
0101683,16592413,I
0101683,16513543,I
0101683,16592402,I
0101683,0153899,R
0102114,0429466,I
0102114,0509921,R
0102114,0764770,R
0104952,0000582,I
0104952,0000673,I
0104952,0001494,I
0104952,0528718,R
0103874,0000198,I
0103874,0000213,I
0103874,0000164,I
0103874,0000338,R
0105323,0000199,I
0105323,0000563,I
0105323,0714310,I
0105323,0000976,R
0104691,0000358,I
0104691,0000656,I
0104691,0575184,I
0104691,0000520,R
0104070,0000658,I
0104070,0000246,I
0104070,0000443,I
0104070,0000709,R
0105695,0000142,I
0105695,0000432,I
0105695,0000151,I
0105695,0000142,R
0103639,0918334,I
0103639,0000245,I
0103639,0488306,I
0103639,0166256,R
0103639,0615780,R
0105265,0001729,I
0105265,0000093,I
0105265,0000643,I
0105265,0000602,R
0104036,0001653,I
0104036,0001109,I
0104036,0001845,I
0104036,0001403,R
0104454,0000164,I
0104454,0000668,I
0104454,0000603,I
0104454,0412465,R
0104507,0000366,I
0104507,0001641,I
0104507,0199006,I
0104507,0912224,R
0103791,0273178,I
0103791,0764450,I
0103791,0004851,I
0103791,0874096,R
0105089,0000548,I
0105089,0862198,I
0105089,0931462,I
0105089,0872134,R
0105051,0722679,I
0105051,0551791,I
0105051,0712204,I
0105051,0439748,R
0104908,1110568,I
0104908,0336049,R
0104167,1314510,I
0104167,0997002,I
0104167,0943458,R
0108052,0000553,I
0108052,0000146,I
0108052,0001426,I
0108052,0000229,R
0107290,0000554,I
0107290,0000368,I
0107290,0000156,I
0107290,0000229,R
0107614,0000245,I
0107614,0000398,I
0107614,0000112,I
0107614,0001060,R
0106977,0000148,I
0106977,0000169,I
0106977,0000688,I
0106977,0001112,R
0106226,0000358,I
0106226,0000201,I
0106226,0000213,I
0106226,0000217,R
0107822,0000456,I
0107822,0000172,I
0107822,0000554,I
0107822,0001005,R
0107818,0000158,I
0107818,0000243,I
0107818,0561809,I
0107818,0001129,R
0108598,0758608,I
0108598,0661910,R
0106961,0001290,I
0106961,0504821,I
0106961,0832792,I
0106961,0134922,R
0106446,0357725,I
0106446,0811345,I
0106446,0256960,I
0106446,0277599,R
0106446,0811345,R
0108056,0596173,I
0108056,0653678,I
0108056,0580930,I
0108056,0200500,R
0107177,0713371,I
0107177,2963310,I
0107177,10702382,I
0107177,0713371,R
0110912,0000237,I
0110912,0000235,I
0110912,0000168,I
0110912,0000233,R
0109830,0000158,I
0109830,0000705,I
0109830,0000641,I
0109830,0000709,R
0110357,0000111,I
0110357,0000460,I
0110357,0000469,I
0110357,0021249,R
0110357,0591450,R
0111257,0000206,I
0111257,0000454,I
0111257,0000113,I
0111257,0000957,R
0110322,0000093,I
0110322,0000164,I
0110322,0001644,I
0110322,0001880,R
0109045,0915989,I
0109045,0001602,I
0109045,0000654,I
0109045,0254632,R
0109707,0000136,I
0109707,0001445,I
0109707,0000572,I
0109707,0000318,R
0110877,0873385,I
0110877,0634159,I
0110877,0002029,I
0110877,0705535,R
0109348,0000131,I
0109348,0001848,I
0109348,0000236,I
0109348,0000095,R
0110428,0001329,I
0110428,0000545,I
0110428,0001291,I
0110428,0405336,R
0109306,0001448,I
0109306,0000169,I
0109306,0000959,I
0109306,0724798,R
0111579,0586482,I
0111579,0200848,I
0111579,0579823,I
0111579,0586482,R
0111486,0058294,I
0111486,0435071,I
0111486,0515496,I
0111486,0707475,R
0111436,0346549,R
0110480,0510929,I
0110480,0595131,R
0106694,0493822,R
0106694,0943337,R
0106694,4305750,R
0114814,0000228,I
0114814,0000321,I
0114814,0001590,I
0114814,0001741,R
0112573,0000154,I
0112573,0000521,I
0112573,0001526,I
0112573,0000154,R
0114709,0000158,I
0114709,0000741,I
0114709,0725543,I
0114709,0005124,R
0114388,0000668,I
0114388,0000701,I
0114388,0281424,I
0114388,0000487,R
0112384,0000158,I
0112384,0000200,I
0112384,0000102,I
0112384,0000165,R
0113627,0000115,I
0113627,0000223,I
0113627,0001696,I
0113627,0001214,R
0114148,0000154,I
0114148,0001373,I
0114148,0000288,I
0114148,0300265,R
0114148,0325196,R
0112431,0000342,I
0112431,0844294,I
0112431,0004815,I
0112431,0003088,R
0112818,0000215,I
0112818,0000576,I
0112818,0698764,I
0112818,0000209,R
0113819,0000095,I
0113819,0000227,I
0113819,0086322,I
0113819,0000095,R
0112691,0758608,I
0112691,0717176,I
0112691,0661910,R
0114272,0000375,I
0114272,0000554,I
0114272,0000667,I
0114272,0001355,R
0112379,0002168,I
0112379,0213912,I
0112379,0887675,I
0112379,0331296,R
0112373,0000110,I
0112373,0000335,I
0112373,13779449,I
0112373,0086282,R
0114044,0919318,I
0114044,1667189,I
0114044,0859354,I
0114044,0030794,R
0113653,0000732,I
0113653,0001441,I
0113653,0001802,I
0113653,0001441,R
0116629,0000226,I
0116629,0000597,I
0116629,0000156,I
0116629,0000386,R
0116282,0000513,I
0116282,0000531,I
0116282,0000114,I
0116282,0001054,R
0116282,0001053,R
0116695,0000129,I
0116695,0000421,I
0116695,0000250,I
0116695,0001081,R
0116209,0000146,I
0116209,0000300,I
0116209,0000353,I
0116209,0005237,R
0117666,0000671,I
0117666,0948267,I
0117666,0000687,I
0117666,0000671,R
0116409,0000140,I
0116409,0000174,I
0116409,0929489,I
0116409,0394280,R
0116191,0000569,I
0116191,0181920,I
0116191,0000627,I
0116191,0569790,R
0117218,0000552,I
0117218,0000586,I
0117218,0000336,I
0117218,0001723,R
0116250,0000187,I
0116250,0000596,I
0116250,0000104,I
0116250,0000570,R
0117631,0001691,I
0117631,0000090,I
0117631,0104051,I
0117631,0382956,R
0118147,0000738,I
0118147,0286040,I
0118147,0005091,I
0118147,0309382,R
0116790,0006664,I
0116790,0149936,I
0116790,0755941,I
0116790,0841232,R
0115753,0639694,I
0115753,0245117,I
0115753,1462489,I
0115753,0950506,R
0116058,0001564,I
0116058,0450116,I
0116058,0798816,I
0116058,0291205,R
0117419,0599946,R
0120338,0000138,I
0120338,0000701,I
0120338,0000708,I
0120338,0000116,R
0119217,0000245,I
0119217,0000354,I
0119217,0000255,I
0119217,0001814,R
0118799,0000905,I
0118799,0000971,I
0118799,0134493,I
0118799,0000905,R
0119654,0000169,I
0119654,0000226,I
0119654,0000400,I
0119654,0001756,R
0119488,0000228,I
0119488,0000128,I
0119488,0001602,I
0119488,0000436,R
0119822,0000197,I
0119822,0000166,I
0119822,0001427,I
0119822,0000985,R
0119164,0001015,I
0119164,0929489,I
0119164,0004692,I
0119164,0146341,R
0118564,0000560,I
0118564,0000651,I
0118564,0000336,I
0118564,0001707,R
0119448,0208798,I
0119448,0213912,I
0119448,0404806,I
0119448,0226016,R
0131409,0677037,I
0131409,0684342,R
0119561,0000151,I
0119561,0490552,I
0119561,0787149,I
0119561,0365057,R
0141858,0159988,I
0141858,0223123,I
0141858,0223123,R
0141963,0850875,I
0141963,0297986,I
0141963,0313657,I
0141963,0850875,R
0120815,0000158,I
0120815,0000354,I
0120815,0001744,I
0120815,0000229,R
0120794,0000174,I
0120794,0000146,I
0120794,0000201,I
0120794,0152312,R
0120794,9054338,R
0120794,0920425,R
0120889,0000245,I
0120889,0000421,I
0120889,0001711,I
0120889,0911910,R
0138097,0000569,I
0138097,0001212,I
0138097,0001691,I
0138097,0006960,R
0127536,0000949,I
0127536,0318884,I
0127536,0191358,I
0127536,0001408,R
0120684,0005212,I
0120684,0000409,I
0120684,0001655,I
0120684,0174374,R
0120802,0147605,I
0120802,0081175,I
0120802,0464855,I
0120802,0320660,R
0174852,0059646,I
0174852,0059651,I
0174852,0103953,I
0174852,0002224,R
0179011,0917188,I
0179011,0917188,R
0189179,0860947,I
0189179,0819491,I
0189179,0554201,I
0189179,0421314,R
0177023,0826523,I
0177023,0242973,I
0177023,0816375,I
0177023,0774294,R
0133093,0000206,I
0133093,0000401,I
0133093,0005251,I
0133093,0905154,R
0133093,0905152,R
0169547,0000228,I
0169547,0000906,I
0169547,0000301,I
0169547,0005222,R
0172493,0000213,I
0172493,0001401,I
0172493,0245112,I
0172493,0003506,R
0162661,0000136,I
0162661,0000207,I
0162661,0001669,I
0162661,0000318,R
0120855,0001282,I
0120855,0000378,I
0120855,0000306,I
0120855,0118333,R
0120855,0510674,R
0185125,0005386,I
0185125,0004650,I
0185125,0679150,I
0185125,0000264,R
0171804,0005476,I
0171804,0001721,I
0171804,0765597,I
0171804,0005303,R
0124315,0001497,I
0124315,0000234,I
0124315,0000323,I
0124315,0002120,R
0151568,0000980,I
0151568,0179680,I
0151568,0002077,I
0151568,0005139,R
0230591,0000140,I
0230591,0819166,I
0230591,0309101,I
0230591,0531817,R
0207639,0684521,I
0207639,0216594,I
0207639,0559444,I
0207639,0678154,R
0239528,0402244,I
0239528,1122625,I
0239528,0169804,R
0239528,0925659,R
0176018,0090431,I
0176018,0129516,I
0176018,0251342,I
0176018,0406503,R
0172495,0000128,I
0172495,0001618,I
0172495,0001567,I
0172495,0000631,R
0181875,0001082,I
0181875,0297578,I
0181875,0005028,I
0181875,0001081,R
0195685,0000210,I
0195685,0001215,I
0195685,0109773,I
0195685,0001752,R
0181865,0000140,I
0181865,0001125,I
0181865,0001876,I
0181865,0001752,R
0190332,0000334,I
0190332,0000706,I
0190332,0955471,I
0190332,0000487,R
0170016,0000120,I
0170016,0597410,I
0170016,3679189,I
0170016,0000165,R
0141926,0000190,I
0141926,0000200,I
0141926,0000172,I
0141926,0609236,R
0185014,0000140,I
0185014,0001497,I
0185014,0000531,I
0185014,0000436,R
0183659,0000438,I
0183659,0001315,I
0183659,0461446,I
0183659,0000438,R
0248808,0250995,I
0248808,0250995,R
0279079,8041843,I
0279079,0240196,R
0248912,0001132,I
0248912,1049634,I
0248912,0297161,I
0248912,0365057,R
0280353,14339077,I
0280353,1060676,I
0280353,0785033,R
0216131,0673480,I
0216131,0671526,I
0216131,2177894,I
0216131,0302780,R
0120737,0000704,I
0120737,0005212,I
0120737,0089217,I
0120737,0001392,R
0245429,0153738,I
0245429,0687189,I
0245429,0997115,I
0245429,0594503,R
0265086,0001326,I
0265086,0000191,I
0265086,0001744,I
0265086,0000631,R
0268978,0000128,I
0268978,0000438,I
0268978,0000124,I
0268978,0000165,R
0126029,0000196,I
0126029,0000552,I
0126029,0000139,I
0126029,0011470,R
0126029,0421776,R
0139654,0000243,I
0139654,0000160,I
0139654,0001277,I
0139654,0298807,R
0198781,0000345,I
0198781,0000422,I
0198781,0316701,I
0198781,0230032,R
