id,ime
0017733,Kitty Aldridge
0060862,Brigid Erin Bates
0412465,James Ivory
0457655,Michael Kitchen
0100942,Malick Bowens
0857730,Joseph Thiaka
0455945,Stephen Kinyanjui
0001284,Michael Gough
0358180,Suzanna Hamilton
0447499,Rachel Kempson
0189561,Graham Crowden
0680587,Leslie Phillips
0727300,Shane Rimmer
0119444,Mike Bugara
0781217,Job Seda
0880800,Mohammed Umar
0564857,Donal McCann
0556801,Kenneth Mason
0789600,Artie Shaw
0078949,John Best
0145292,Lee Castle
0286645,Helen Forrest
0371527,Polly Haynes
0390507,Billie Holiday
0450810,Evelyn Keyes
0607976,Frederick Morton
0682422,Mack Pierce
0723608,Buddy Rich
0868123,Mel Tormé
0923333,John Wexley
0075731,Brigitte Berman
0000747,Don Ameche
0002025,Hume Cronyn
0001133,Brian Dennehy
0318527,Jack Gilford
0000430,Steve Guttenberg
0001788,Jessica Tandy
0893862,Gwen Verdon
0912113,Herta Ware
0193520,Tahnee Welch
0646768,Barret Oliver
0365709,Linda Harrison
0694361,Tyrone Power Jr.
0397212,Clint Howard
0483907,Charles Lampkin
0634549,Mike Nomad
0317786,Jorge Gil
0000165,Ron Howard
0000678,Kathleen Turner
0709907,John Randolph
0382676,William Hickey
0724673,Lee Richardson
0518323,Michael Lombard
0001378,Anjelica Huston
3901910,George Santopietro
0862937,Lawrence Tierney
0001634,CCH Pounder
0783071,Ann Selepegno
0689269,Vic Polizos
0642143,Dick O&#x27;Neill
0101604,Sully Boyar
0890654,Antonia Vasquez
0053104,Tomasino Baratta
0130763,John Calvani
0001379,John Huston
0756763,Buffy Sainte-Marie
0580565,Burgess Meredith
0638835,Laura Nyro
2831930,Mark Andrews
0039461,Ruby Askie
0082056,Violet Bikadie
2020436,Dennis DeConcini
0004934,Gerald Ford
0326400,Barry Goldwater
0369661,Grandfather Semu Haute
0409336,Daniel Inouye
0480632,Winona LaDuke
2826870,Manuel Lujan
0879819,Mo Udall
0610927,Victoria Mudd
0000864,Mikhail Baryshnikov
0002138,Gregory Hines
0804592,Jerzy Skolimowski
0000545,Helen Mirren
0000618,Isabella Rossellini
0001278,John Glover
0344793,Stefan Gryff
0269171,Florence Faure
0767674,David Savile
0514282,Ian Liston
0949297,Benny Young
0236919,Hilary Drake
0793601,Megumi Shimanuki
0073137,Daniel Benzali
0921302,Maria Werlander
0000299,Michael Biehn
0001343,Carrie Henn
0001663,Paul Reiser
0000200,Bill Paxton
0394054,William Hope
0001280,Jenette Goldstein
0559922,Al Matthews
0001679,Mark Rolston
0743768,Ricco Ross
0384876,Colette Hiller
0440511,Daniel Kash
0778992,Cynthia Dale Scott
0864150,Tip Tipping
0824365,Trevor Steedman
0561792,Paul Maxwell
0171438,Valerie Colgan
0000116,James Cameron
0000221,Charlie Sheen
0000297,Tom Berenger
0000353,Willem Dafoe
0202966,Keith David
0001845,Forest Whitaker
0005331,Francesco Quinn
0001143,Kevin Dillon
0001525,John C. McGinley
0426047,Reggie Johnson
0608601,Mark Moses
0323108,Corey Glover
0000136,Johnny Depp
0669868,Chris Pedersen
0651431,Bob Orwig
0285579,Corkey Ford
0624623,David Neidorf
0002057,Richard Edson
0865302,Tony Todd
0000231,Oliver Stone
0001201,Mia Farrow
0001848,Dianne Wiest
0000323,Michael Caine
0001577,Maureen O&#x27;Sullivan
0634313,Lloyd Nolan
0001884,Max von Sydow
0000095,Woody Allen
0085400,Lewis Black
0000506,Julia Louis-Dreyfus
0166061,Christian Clemenson
0001413,Julie Kavner
0000687,J.T. Walsh
0001806,John Turturro
0535865,Rusty Magee
0213772,Allen DeCheser
0213773,Artie DeCheser
0000156,Jeff Goldblum
0315288,John Getz
0137967,Leslie Carlson
0161546,George Chuvalo
0178680,Michael Copeman
0000343,David Cronenberg
0493706,Carol Lazare
0382087,Shawn Hewitt
3095262,Ann Green
8012617,Typhoon
0000460,Jeremy Irons
0564044,Ray McAnally
0001644,Aidan Quinn
0526724,Cherie Lunghi
0681975,Ronald Pickup
0522797,Chuck Low
0000553,Liam Neeson
0610350,Bercelio Moya
0411356,Sigifredo Ismare
0648906,Asuncion Ontiveros
0610345,Alejandrino Moya
0077381,Daniel Berrigan
0336921,Rolf Gray
0346270,Álvaro Guerrero
0492580,Tony Lawn
0198456,Joe Daly
0240645,Carlos Duplat
0330143,Dexter Gordon
0167388,François Cluzet
0354593,Gabrielle Haker
0714186,Sandra Reaves-Phillips
0571188,Lonette McKee
0664243,Christine Pascal
0359372,Herbie Hancock
0404201,Bobby Hutcherson
0870389,Pierre Trabaud
0576928,Frédérique Meininger
0080839,Hart Leroy Bibbs
0746371,Liliane Rovère
0549201,Ged Marlon
0686911,Victoria Gabrielle Platt
0294043,Arthur French
0077587,John Berry
0851724,Bertrand Tavernier
0559144,Marlee Matlin
0001453,Piper Laurie
0097842,Philip Bosco
0327160,Allison Gompf
0165852,John F. Cleary
0392003,Philip Holmes
0166843,Georgia Ann Cline
0126081,William D. Byrd
0141622,Frank Carter Jr.
0510794,John Limnidis
0385217,Bob Hiltermann
0449684,E. Katherine Kerr
0059904,John Basinger
0536168,Barry Magnani
0100581,Linda Bove
0361189,Ann Hanson
0140572,James Carrington
0354279,Randa Haines
0513190,Derek de Lint
0879726,Marc van Uchelen
0892857,Monique van de Ven
0469096,John Kraaijkamp Sr.
0523826,Huub van der Lubbe
