id,naslov,ocena,cas,leto,oznaka,opis,cena,zasluzek
0104952,Moj bratranec Vinny,7.6,120,1992,R,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",11000000,64088552
0103874,Drakula,7.4,128,1992,R,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker&apos;s fiancée Mina Murray and inflict havoc in the foreign land.,40000000,215862692
0105323,Vonj po ženski,8.0,156,1992,R,"A prep school student needing money agrees to &quot;babysit&quot; a blind man, but the job is not at all what he anticipated.",31000000,134095253
0104691,Poslednji Mohikanec,7.6,112,1992,R,Three Mohican trappers agree to protect the daughters of a British Colonel in the midst of the French and Indian War.,40000000,75506530
0104070,Smrt ji lepo pristoji,6.7,104,1992,PG-13,"When a fading actress learns of an immortality treatment, she sees it as a way to outdo her long-time rival.",55000000,149022650
0105695,Neoproščeno,8.2,130,1992,R,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.,14400000,159167799
0103639,Aladin,8.0,90,1992,G,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,28000000,504050219
0105265,Reka poje mi,7.2,123,1992,PG,"Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing.",12000000,43440294
0104036,Igra solz,7.2,112,1992,R,"A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier&apos;s world.",2300000,62549086
0104454,Howards End,7.4,142,1992,PG,"Set in the early 20th century, class distinctions and troubled relations affect the relationship between two families and the ownership of a cherished British estate known as Howards End.",,26476514
0104507,Indochine,7.0,160,1992,PG-13,"Eliane adopts Camille, whose Vietnamese parents were friends. In 1930, a French navy officer is interested in Eliane (owns 60km2 plantation) and later in Camille. There&apos;s an uprising in Vietnam against French colonial power.",,5603158
0103791,Zlati casi,7.1,109,1992,R,A 1931 Spanish military deserter finds himself on a lonely farm until the farmer&apos;s four daughters pay a visit and he falls for all of them.,,5418502
0105089,The Panama Deception,7.5,91,1992,,A film about the true reasons for the 1989 US invasion of Panama and big media complicity in these activities.,,309596
0105051,Omnibus,7.2,8,1992,,A commuter suddenly realizes he&apos;s mistakenly boarded the express train and desperately tries to get off between stations.,,
0104908,Mona Lisa Descending a Staircase,6.9,7,1992,TV-G,Two-dimensional clay animations melding and merging the work of 35 famous artists.,,
0104167,Educating Peter,7.3,30,1992,,"Peter Gwazdauskas, a child with Down Syndrome, attends a normal school with regular students. The documentary follows Peter and how much he has improved throughout the school year.",,
0108052,Schindlerjev seznam,9.0,195,1993,R,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",22000000,322161245
0107290,Jurski park,8.2,127,1993,PG-13,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone&apos;s lives, including his grandchildren&apos;s, in danger.",63000000,1104379926
0107614,Gospa Doubtfire - Očka v krilu,7.1,125,1993,PG-13,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",25000000,441286195
0106977,Ubežnik,7.8,130,1993,PG-13,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",44000000,368875760
0106226,Cas nedolznosti,7.2,139,1993,PG,"A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman&apos;s cousin.",34000000,32255953
0107822,Klavir,7.5,121,1993,R,"In the mid-19th century a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a farmer, but is soon lusted after by a farm worker.",7000000,40185766
0107818,Filadelfija,7.7,125,1993,PG-13,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small-time lawyer as the only willing advocate for a wrongful dismissal suit.",26000000,206678440
0108598,The Wrong Trousers,8.3,30,1993,TV-PG,"Gromit butts heads with a mysterious penguin lodger, who hatches a sinister scheme involving the ex-NASA Techno Trousers that have been modified by Wallace for walkies.",,
0106961,Franz Kafka&#x27;s It&#x27;s a Wonderful Life,7.2,23,1993,Not Rated,"While trying to decide what Gregor Samsa wakes up as, Kafka&apos;s constantly being interrupted by knife-selling strangers, party noise, girls, fancy dress costumes, and other strange, dreamlike visions.",,
0106446,Bob&#x27;s Birthday,7.0,12,1993,,"A devoted and happily-married housewife organises a surprise party on the occasion of her husband&apos;s birthday, unbeknownst to her that her dentist spouse is experiencing a sudden mid-life crisis at his office.",,
0108056,Schwarzfahrer,7.6,12,1993,Not Rated,"A young black man is verbally harassed by an older woman on a streetcar, while the other passengers remain silent. He finally exacts his revenge.",,
0107177,I Am a Promise: The Children of Stanton Elementary School,7.0,89,1993,,Filmmakers Alan Raymond and Susan Raymond document Philadelphia teachers facing challenges at an inner-city school.,,
0110912,Šund,8.9,154,1994,R,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",8000000,213928762
0109830,Forrest Gump,8.8,142,1994,PG-13,"The history of the United States from the 1950s to the &apos;70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",55000000,678226465
0110357,The Lion King,8.5,88,1994,G,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",45000000,979161373
0111257,Hitrost,7.3,116,1994,R,A young Los Angeles Police Department (LAPD) Special Weapons And Tactics (SWAT) officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,30000000,350448145
0110322,Jesenska pripoved,7.5,133,1994,R,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",30000000,160638883
0109045,"Priscilla, kraljica puscave",7.5,104,1994,R,Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,,11302168
0109707,Ed Wood,7.8,127,1994,R,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.,18000000,5888242
0110877,Postar,7.8,108,1994,PG,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",3000000,21902913
0109348,Krogle nad Broadwayjem,7.4,98,1994,R,"In New York in 1928, a struggling playwright is forced to cast a mobster&apos;s talentless girlfriend in his latest drama in order to get it produced.",20000000,13383747
0110428,The Madness of King George,7.2,110,1994,PG-13,"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.",65897768,15238689
0109306,Blue Sky,6.4,101,1994,PG-13,"Carly moves with her military husband and their two daughters to an isolated army base, only to quickly become part of a cover-up involving nuclear bomb tests.",16000000,3359465
0111579,Utomlennye solntsem,7.8,135,1994,R,"In the USSR in 1936, shadows of Stalin&apos;s repressions fall on a famous, revolutionary hero. The accusations of him being a foreign spy are nonsense, and everyone knows that. However, a slow process of his downfall has already started.",2800000,2313461
0111486,Trevor,7.7,23,1994,Not Rated,"Upon hitting puberty, a high-school boy realizes he is homosexual and faces prejudice from his parents and friends.",,
0111436,A Time for Justice,6.9,38,1994,,A short history of civil rights movements in the US.,,
0110480,Maya Lin: A Strong Clear Vision,7.3,105,1994,,A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.,,62186
0106694,Defending Our Lives,6.9,42,1994,,Documentary about the magnitude and severity of domestic violence. This film features four women imprisoned for killing their batterers and their terrifying personal testimonies.,,
0114814,Osumljenih pet,8.5,106,1995,R,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,6000000,23341568
0112573,Pogumno srce,8.3,178,1995,R,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,72000000,213216216
0114709,Svet igrač,8.3,81,1995,G,"A cowboy doll is profoundly jealous when a new spaceman action figure supplants him as the top toy in a boy&apos;s bedroom. When circumstances separate them from their owner, the duo have to put aside their differences to return to him.",30000000,394436586
0114388,Razsodnost in rahlocutnost,7.7,136,1995,PG,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The older two daughters are the title opposites.",16000000,134582776
0112384,Apollo 13,7.7,140,1995,PG,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,52000000,355237933
0113627,Zbogom Las Vegas,7.5,111,1995,R,"Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",3600000,32029928
0114148,Pocahontas,6.7,81,1995,G,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,55000000,346079773
0112431,Pujsek Babe,6.9,91,1995,G,"Gentle farmer Arthur Hoggett wins a piglet Babe at a county fair. Narrowly escaping his fate as Christmas dinner, Babe bonds with motherly border collie Fly and discovers that he too can herd sheep. But will the other animals acce...",30000000,254134910
0112818,Zadnji sprehod,7.5,122,1995,R,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim&apos;s families.",11000000,39363635
0113819,Mogočna Afrodita,7.0,95,1995,R,"When he discovers that his adopted son is a genius, a New York sportswriter seeks out the boy&apos;s birth mother - a ditzy porn star and prostitute.",15000000,6468498
0112691,Wallace and Gromit in: A Close Shave,8.1,31,1995,TV-PG,Wallace&apos;s whirlwind romance with the owner of the local wool shop puts his head in a spin; Gromit is framed for sheep-rustling in a fiendish criminal plot.,,20909
0114272,Restoration,6.6,117,1995,R,"The exiled royal doctor to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.",19000000,4005941
0112379,Antonia,7.4,102,1995,R,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",1500000,4249321
0112373,Anne Frank Remembered,8.1,117,1995,PG,"Tells the story of the Frank family and paints a portrait of their brash and free-spirited daughter Anne, perhaps the world&apos;s most famous victim of the Holocaust.",,1310200
0114044,One Survivor Remembers,7.9,39,1995,Unrated,"Holocaust survivor Gerda Weissmann Klein recounts her six-year ordeal as a victim of Nazi cruelty, including the loss of her parents, brother, friends, home, possessions, and community.",,
0113653,Lieberman in Love,6.5,39,1995,,"Joe Lieberman is attracted to Shaleen. They begin a professional relationship, which continues even after Joe develops a romantic interest in a woman named Kate, who is married.",,
0116629,Dan neodvisnosti,7.0,145,1996,PG-13,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind&apos;s best weapon is the will to survive.",75000000,817400891
0116282,Fargo,8.1,98,1996,R,Minnesota car salesman Jerry Lundegaard&apos;s inept crime falls apart due to his and his henchmen&apos;s bungling and the persistent police work of the quite pregnant Marge Gunderson.,7000000,60611975
0116695,Jerry Maguire,7.3,139,1996,R,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",50000000,273552592
0116209,Angleski pacient,7.4,162,1996,R,"At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",27000000,231976425
0117666,Rezilo,8.0,135,1996,R,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",1000000,24444121
0116409,Prikazen in senca,6.8,110,1996,R,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,55000000,38619959
0116191,Emma,6.6,120,1996,PG,"While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",6000000,22231658
0117218,Trčeni profesor,5.7,95,1996,PG-13,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,54000000,273961019
0116250,Evita,6.3,135,1996,PG,"The hit musical based on the life of Eva Perón (Evita Duarte), a B-picture Argentinian actress who eventually became the wife of Argentinian president Juan Domingo Perón, and the most beloved and hated woman in Argentina.",55000000,141047179
0117631,Sijaj,7.6,105,1996,PG-13,"David Helfgott, a gifted pianist, struggles through childhood as his dysfunctional father abuses him and his siblings. Years later, he suffers a mental breakdown but manages to return as a legend.",5500000,35999121
0118147,When We Were Kings,7.9,88,1996,PG,"Boxing documentary on the 1974 world heavyweight championship bout between defending champion, George Foreman, and the underdog challenger, Muhammad Ali.",,2789985
0116790,Kolja,7.7,111,1996,PG-13,A confirmed bachelor is in for the surprise of his life when a get-rich-quick scheme backfires and leaves him with a pint-sized new roommate.,,5770254
0115753,Breathing Lessons: The Life and Work of Mark O&#x27;Brien,7.6,35,1996,Not Rated,"Portrait of writer Mark O&apos;Brien, who contracted polio as a child and spent much of his life in an iron lung.",,
0116058,Dear Diary,6.1,22,1996,,"The film revolves around a New York magazine art director, married and the mother of two, who, having just turned 40, decides to record the events of her day in a journal.",,
0117419,Quest,7.1,12,1996,,"In the desolate landscapes of an unforgiving desert, a desperate for water wanderer summons up the strength to follow the muffled sound of dripping liquid, only to pay the high price of pursuing a dream. Is all hope lost?",,
0120338,Titanik,7.9,194,1997,PG-13,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",200000000,2264812968
0119217,Dobri Will Hunting,8.3,126,1997,R,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life.",10000000,225933435
0118799,Življenje je lepo,8.6,116,1997,PG-13,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",15000000000,230099013
0119654,Mozje v crnem,7.3,98,1997,PG-13,"James, an NYC cop, is hired by Agent K of a secret government agency that monitors extraterrestrial life on Earth. Together, they must recover an item that has been stolen by an intergalactic villain.",90000000,589390539
0119488,L. A. zaupno,8.2,138,1997,R,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",35000000,126216940
0119822,Bolje ne bo nikoli,7.7,139,1997,PG-13,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",50000000,314178011
0119164,Do nagega,7.2,91,1997,R,Six unemployed steel workers form a male striptease act. The women cheer them on to go for &quot;the full monty&quot; - total nudity.,3500000,257938649
0118564,Affliction,6.9,114,1997,R,A deeply troubled small-town cop investigates a suspicious hunting death while other events jeopardize his sanity.,6000000,6330054
0119448,Znacaj,7.7,122,1997,R,"Jacob Katadreuffe lives mute with his mother, has no contact with his father who only works against him and wants to become a lawyer, at all costs.",4500000,623983
0131409,Geri&#x27;s Game,7.8,5,1997,G,Geri sets up a chess game to play his greatest opponent - himself.,,
0119561,The Long Way Home,7.6,120,1997,Not Rated,The story of the post World War II Jewish refugee situation from liberation to the establishment of the modern state of Israel.,,60509
0141858,A Story of Healing,6.5,28,1997,,"In January, 1997, a team of five nurses, four anesthesiologists, and three plastic surgeons arrive in Vietnam from the United States for two weeks&apos; of volunteer work. They operate on 110 children who have various birth defects and...",,
0141963,Visas and Virtue,6.6,26,1997,,"Europe, 1940. For thousands of Jews, a Japanese diplomat and his wife defy Tokyo and the Nazis, and offer visas, for life.",,
0120815,Reševanje vojaka Ryana,8.6,169,1998,R,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",70000000,482352390
0120794,The Prince of Egypt,7.2,99,1998,PG,Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.,70000000,218613188
0120889,Zivljenje po zivljenju,7.0,113,1998,PG-13,"Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her.",85000000,55383166
0138097,Zaljubljeni Shakespeare,7.1,123,1998,R,"The world&apos;s greatest-ever playwright, William Shakespeare, is young, out of ideas, and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays.",25000000,289317794
0127536,Elizabeta,7.4,124,1998,R,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,30000000,82150642
0120684,Gods and Monsters,7.3,105,1998,R,The last days of Frankenstein (1931) director James Whale are explored.,10000000,6451628
0120802,Le violon rouge,7.6,130,1998,R,"A red-colored violin inspires passion, making its way through three centuries over several owners and countries, eventually ending up at an auction where it may find a new owner.",18000000,10019109
0174852,The Last Days,7.9,87,1998,PG-13,"In late 1944, even as they faced imminent defeat, the Nazis expended enormous resources to kill or deport over 425,000 Jews during the &quot;cleansing&quot; of Hungary. This Oscar-winning documentary, executive produced by Steven Spielberg,...",,421432
0179011,Bunny,6.7,7,1998,Unrated,An elderly widowed rabbit grieving her husband&apos;s death is encountered by a moth who invites her into the afterlife.,,
0189179,Valgaften,7.5,11,1998,Not Rated,"On his way to the polls, an idealist yet absent-minded voter must endure continuous waves of racist cab drivers and their offensive remarks.",,
0177023,My Mother Dreams the Satan&#x27;s Disciples in New York,7.0,30,1998,,"A widowed Midwestern housewife travels to Manhattan for the first time to visit her daughter. Once there, she becomes obsessed with the Hell&apos;s Angels-ish bikers&apos; club across the street from her daughter&apos;s East Village apartment.",,
0133093,Matrica,8.7,136,1999,R,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",63000000,467841735
0169547,Lepota po ameriško,8.3,122,1999,R,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter&apos;s best friend.,15000000,356296601
0172493,"Girl, Interrupted",7.3,127,1999,R,"Directionless teenager Susanna is rushed to Claymoore, a mental institution, after a supposed suicide attempt. There she befriends a group of troubled women who deeply influence her life.",40000000,48350205
0162661,Brezglavi jezdec,7.3,105,1999,R,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.,100000000,206071526
0120855,Tarzan,7.3,88,1999,G,A man raised by gorillas must decide where he really belongs when he discovers he is a human.,130000000,448192603
0185125,Vse o moji materi,7.8,101,1999,R,"A comedy-drama about a bereaved mother, an overwrought actress, her jealous lover, and a pregnant nun.",,67958231
0171804,Fantje ne jočejo,7.5,118,1999,R,"A young transgender man named Brandon navigates love, life, and trying to pass as a boy in rural Nebraska.",2000000,11540607
0124315,The Cider House Rules,7.4,126,1999,PG-13,"During World War II, an orphan grows up under the tutelage of a doctor who runs an orphanage. However, he yearns for freedom and soon decides to leave in order to make a life for himself.",24000000,88545092
0151568,Topsy-Turvy,7.3,160,1999,R,"Set in the 1880s, chronicles how during a creative dry spell, the partnership of the legendary musical/theatrical writers Gilbert and Sullivan almost dissolves, before they turn it all around and write the Mikado.",10000000,7804439
0230591,One Day in September,7.8,94,1999,R,The Palestinian terrorist group Black September holds Israeli athletes hostage at the 1972 Summer Olympic Games in Munich.,,156818
0207639,The Old Man and the Sea,8.0,20,1999,,"An old fisherman goes out on his fishing trip and makes a huge catch, the biggest of his life.",,
0239528,King Gimp,7.8,39,1999,,"A short documentary that focus on artist Dan Keplinger, a man born with cerebral palsy who manages to compose great works of art. Baltimore filmmakers Susan Hadary and William Whiteford then decided to present the life and work of...",,
0176018,The Personals,6.3,40,1999,Not Rated,Documentary about a Jewish senior citizens&apos; acting group on the Lower East Side of Manhattan. The film covers both the progress and impediments of a play the group is mounting about senior citizens looking for love and the life/lo...,,
0172495,Gladiator,8.5,155,2000,R,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,103000000,465516248
0181875,Skoraj popularni,7.9,122,2000,R,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,60000000,47387566
0195685,Erin Brockovich,7.5,131,2000,R,A flamboyant law firm secretary works tirelessly to gain justice for a small town wrecked by a utility company&apos;s pollution.,52000000,257851763
0181865,Preprodajalci,7.5,147,2000,R,"A conservative judge is appointed by the President to spearhead America&apos;s escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron&apos;s wife ...",48000000,207515725
0190332,"Prežeči tiger, skriti zmaj",7.9,120,2000,PG-13,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,17000000,213978518
0170016,Grinch,6.4,104,2000,PG,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",123000000,347162175
0141926,U-571,6.6,116,2000,PG-13,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.,62000000,127666415
0185014,Zlati fantje,7.2,107,2000,R,"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",55000000,33426588
0183659,Pollock,7.0,122,2000,R,"A film about the life and career of the American painter, Jackson Pollock.",6000000,10994533
0248808,For the Birds,8.0,3,2000,G,A group of snooty birds roosting on a telephone wire get their just deserts when a goofy bird drops in.,,
0279079,Father and Daughter,7.8,8,2000,,"A father says goodbye to his young daughter. Time passes and the daughter moves through life age by age, but within her there is always a deep longing for her father.",,
0248912,Into the Arms of Strangers: Stories of the Kindertransport,7.7,122,2000,PG,"The secret smuggling of 9,300 Jewish children out of Nazi Germany in the late 1930s.",,
0280353,Big Mama,6.6,35,2000,,"The story of Viola Dees, an elderly woman who is trying to care for her troubled grandson.",,
0216131,Quiero ser (I want to be...),7.2,35,2000,,"The paths of two orphan brothers drastically change over the years, beginning when they were just boys living on the streets of Mexico City.",,
0120737,Gospodar prstanov: Bratovscina prstana,8.9,178,2001,PG-13,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,93000000,888483037
0245429,Čudežno potovanje,8.6,124,2001,PG,"During her family&apos;s move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.",19000000,358898676
0265086,Sestreljeni črni jastreb,7.7,144,2001,R,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.",92000000,172989651
0268978,Čudoviti um,8.2,135,2001,PG-13,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",58000000,316791257
0126029,Shrek,7.9,90,2001,PG,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",60000000,488977919
0139654,Dan za trening,7.8,122,2001,R,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn&apos;t what he appears to be.,45000000,104876233
0198781,Pošasti iz omare,8.1,92,2001,G,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",115000000,579770299
0203009,Moulin Rouge!,7.6,127,2001,PG-13,A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke.,50000000,184935252
0213149,Pearl Harbor,6.3,183,2001,PG-13,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,140000000,449220945
0280707,Gosford Park,7.2,137,2001,R,"Set in the 1930s, a group of pretentious rich and famous get together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",19800000,87754044
0285742,Bal smrti,7.0,111,2001,,"After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed.",4000000,45011434
0222675,The Accountant,7.5,35,2001,TV-14,The O&apos;Dell farm is on the rocks. A non-traditional accountant comes with a variety of ways to save the farm.,,
0283509,Nikogaršnje ozemlje,7.9,98,2001,R,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man&apos;s land, whilst a third soldier become...",2000000,4858869
0280778,Iris,7.0,91,2001,R,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer&apos;s disease.",5500000,16153953
0161860,Nirgendwo in Afrika,7.5,141,2001,R,"Due to Hitler&apos;s threat, Walter Redlich, a Jewish lawyer, immigrates to Kenya with his wife Jettel and daughter Regina. Things take a turn when the family is ordered to move by the British officers.",7000000,24322180
0307197,Un coupable idéal,7.9,111,2001,Not Rated,"Oscar-winning documentary that documents a murder trial in which a 15-year-old African-American is wrongfully accused of a 2000 murder in Jacksonville, Florida.",,5844
0253474,Pianist,8.5,150,2002,R,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",35000000,120098945
0167261,Gospodar prstanov: stolpa,8.8,179,2002,PG-13,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron&apos;s new ally, Saruman, and his hordes of Isengard.",94000000,938532865
0298203,8 milj,7.2,110,2002,R,"Follows a young rapper in the Detroit area, struggling with every aspect of his life; he wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",41000000,242875078
0257044,Pot v pogubo,7.7,117,2002,R,"A mob enforcer&apos;s son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",80000000,181001478
0299658,Chicago,7.2,113,2002,PG-13,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer&apos;s attention.",45000000,306777366
0120679,Frida,7.3,123,2002,R,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",12000000,56298862
0274558,Ure do vecnosti,7.5,110,2002,PG-13,"The story of how the novel &quot;Mrs. Dalloway&quot; affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",25000000,108846217
0268126,Prilagajanje,7.7,115,2002,R,A lovelorn screenwriter becomes desperate as he tries and fails to adapt &apos;The Orchid Thief&apos; by Susan Orlean for the screen.,19000000,32802440
0287467,Govori z njo,7.9,112,2002,R,Two men share an odd friendship while they care for two women who are both in deep comas.,,64826117
0310793,Bowling za Columbine,8.0,120,2002,R,Filmmaker Michael Moore explores the roots of America&apos;s predilection for gun violence.,4000000,58015923
0331218,The Chubbchubbs!,7.3,6,2002,G,A janitor at an alien nightclub gets his wish to be a singer.,,
0340071,Der er en yndig mand,6.7,30,2002,,"Lars Hansen is in a job training program. He finds a potential job at a print shop, but his paperwork gets mixed up with an El Hassan. He is scheduled for a Danish class, since he&apos;s apparently an immigrant, but is unable to get th...",,
0299178,Thoth,6.8,40,2002,,Thoth is a street performer currently in New York. Thoth is an individual with a complicated life and background. Thoth plays on opera with a violin in a loincloth in Central Park. Thoth is.,,
0167260,Gospodar prstanov: Kraljeva vrnitev,9.0,201,2003,PG-13,Gandalf and Aragorn lead the World of Men against Sauron&apos;s army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,94000000,1138585547
0327056,Skrivnostna reka,7.9,138,2003,R,"The tragic murder of a 19-year-old girl reunites three childhood friends still living in Boston--the victim&apos;s gangster father, a detective, and the disturbed man they both suspect of killing her.",25000000,156595191
0266543,Reševanje malega Nema,8.2,100,2003,G,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",94000000,941637960
0335266,Izgubljeno s prevodom,7.7,102,2003,R,A fading movie star falls for a lonely young woman in Tokyo.,4000000,118688756
0159365,Hladni vrh,7.2,154,2003,R,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",79000000,173013509
0311113,Gospodar in bojevnik,7.5,138,2003,PG-13,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",150000000,211622535
