id,naslov,ocena,cas,leto,oznaka,opis,cena,zasluzek
0059527,Obchod na korze,8.2,128,1965,Not Rated,A carpenter in the Fascist Slovak State is appointed &quot;Aryan controller&quot; of a Jewish widow&apos;s store.,,
0059674,The Sandpiper,6.2,117,1965,TV-14,"A free-spirited single mother forms a connection with the married headmaster of an Episcopalian boarding school in Monterey, California.",5300000,
0059798,A Thousand Clowns,7.3,118,1965,Approved,"A middle-aged iconoclast, doggedly avoiding the tedium of employment and conventional life, faces the prospect of losing custody of his young ward.",,
0059122,The Dot and the Line: A Romance in Lower Mathematics,7.5,10,1965,Approved,"A simple line attempts to woo his true love, a dot, away from the unkempt squiggle she prefers. But he&apos;ll have to learn to bend before she&apos;ll notice him.",,
0059145,The Eleanor Roosevelt Story,6.4,90,1965,Not Rated,"Richard Kaplan documents the life of one of America&apos;s most influential first ladies. Orphaned at age 10, Eleanor Roosevelt marries her fifth cousin, Franklin D. Roosevelt, in 1905. His election in 1932 allows Eleanor to step up to...",,
0058410,Nine from Little Rock,7.0,20,1965,Not Rated,"The Arkansas school integration crisis and the changes wrought in subsequent years. This film profiles the lives of the nine African-American students who integrated Central High in Little Rock, Arkansas, during the fall of 1957. ...",,
0061192,Wild Wings,6.7,34,1965,,"Exploration of the Slimbridge Wild Fowl Trust in Gloucestershire, England, which boasts the largest collection of living wild fowl in the world.",,
0061138,Moški in ženska,7.5,102,1966,Approved,"A widow and a widower find their relationship developing into love, but their past tragedies prove hard to overcome, causing them to proceed with utmost delicacy.",,114984
0061184,Kdo se boji Virginie Woolf?,8.0,131,1966,Approved,"A middle-aged New England associate professor and his wife, with the help of alcohol, use their young guests to fuel anguish and emotional pain towards each other over the course of a distressing night.",7500000,28006929
0060665,A Man for All Seasons,7.7,120,1966,G,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",2000000,756
0060424,The Fortune Cookie,7.2,125,1966,Approved,A crooked lawyer persuades his brother-in-law to feign a serious injury in order to collect a big insurance payout.,3705000,
0059894,The War Game,7.9,48,1966,,A docudrama depicting a hypothetical nuclear attack on Britain.,,
0060438,A Funny Thing Happened on the Way to the Forum,6.8,99,1966,Approved,"A wily Roman slave schemes to earn his freedom by romantically uniting his master with a courtesan. But matters get complicated and he ends up dragging in his neighbors around him, leading to chaos.",2000000,
0060472,Grand Prix,7.2,176,1966,Approved,"American Grand Prix driver Pete Aron is fired by his Jordan-BRM racing team after a crash at Monaco that injures his British teammate, Scott Stoddard.",9000000,
0060397,Fantastic Voyage,6.8,100,1966,PG,"When a blood clot renders a scientist comatose, a submarine and its crew are shrunk and injected into his bloodstream in order to save him.",5115000,
0060182,Born Free,7.2,95,1966,PG,"The story of George and Joy Adamson and the orphaned lion cub, Elsa, they adopt.",,143
0060802,Ostre sledované vlaky,7.6,92,1966,Not Rated,An apprentice train dispatcher looks for love while aiding his colleagues in their resistance against the Nazis.,,34198
0060503,A Herb Alpert &amp; the Tijuana Brass Double Feature,5.4,6,1966,Approved,"A prototype of modern music videos, this is an animated film set to the music of two popular tunes recorded by Herb Alpert and his Latin-flavored brass ensemble - &quot;Spanish Flea&quot; and &quot;Tijuana Taxi&quot;.",,
0061205,A Year Toward Tomorrow,5.3,25,1966,,Documentary about the VISTA (Volunteers in Service to America) program.,,
0061722,Diplomiranec,8.0,106,1967,PG,A disillusioned college graduate finds himself torn between his older lover and her daughter.,3000000,105018047
0061578,Dvanajst žigosanih,7.7,150,1967,Approved,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",5400000,
0061418,Bonnie in Clyde,7.7,111,1967,R,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",2500000,2560
0061512,Hladnokrvni kaznjenec,8.0,127,1967,Approved,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",3200000,1887
0061811,In the Heat of the Night,7.9,110,1967,Approved,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",2000000,27669
0061735,"Ugani, kdo pride na večerjo",7.8,108,1967,Approved,A White couple&apos;s attitudes are challenged when their daughter introduces them to her Black fiancé.,4000000,56666797
0063462,The Producers,7.5,88,1967,PG,A stage-play producer devises a plan to make money by producing a sure-fire flop.,941000,375524
0061439,Camelot,6.6,179,1967,G,"The story of the marriage of England&apos;s King Arthur to Guinevere. The plot of illegitimate Mordred to gain the throne and Guinevere&apos;s growing attachment to Sir Lancelot, threaten to topple Arthur and destroy his &quot;round table&quot; of kn...",13000000,
0062362,Thoroughly Modern Millie,6.9,138,1967,G,"In New York City during the Roaring Twenties, would-be flapper Millie Dillmount&apos;s self-appointed mission to marry her boss is complicated by white slavers and true love.",6000000,
0061584,Doctor Dolittle,6.2,152,1967,G,"After the animal communicating veterinarian goes too far for his clientele, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail.",17000000,
0062244,La section Anderson,6.8,65,1967,Not Rated,"The director, a French veteran of the Indochina war (La 317e Section), returned to follow a platoon of American soldiers for six weeks at the height of fighting in Vietnam in 1966. The documentary discusses the background and fate...",,
0062131,A Place to Stand,6.7,17,1967,,A multi-image large-format film showcasing life in Ontario without narration and dialogue.,,
0061421,The Box,6.0,9,1967,,"An old bearded man wearing a raincoat walks into a bar and sits down, placing a mysterious box next to him. The other patrons try, with varying success, to find out what&apos;s inside.",,
0062184,The Redwoods,6.0,21,1967,,The film was produced for the Sierra Club as part of their campaign for a national park to protect the redwood forest.,,
0062622,2001: Vesoljska odiseja,8.3,149,1968,G,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.",12000000,66852029
0063522,Rosemaryjin otrok,8.0,137,1968,R,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",3200000,3288
0063442,Planet opic,8.0,112,1968,G,"After being kept in hypersleep during a long expedition into deep space, an astronaut crew crash-lands in the 40th century on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.",5800000,32600372
0062765,Bullitt,7.4,114,1968,M/PG,A nonconformist San Francisco cop is determined to find the underworld kingpin who killed the witness under his protection.,5500000,511997
0063518,Romeo in Julija,7.6,138,1968,PG,"When two young members of feuding families meet, forbidden love ensues.",850000,6292
0063385,Oliver!,7.4,153,1968,G,"After being sold to the mortician Sowerberry, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by their elderly mentor Fagin in 1830s London in this musical based on Charles Dickens&apos; Oliver T...",10000000,228
0063227,Lev pozimi,7.8,134,1968,PG,"1183 A.D.: King Henry II&apos;s three sons all want to inherit the throne, but he won&apos;t commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a ...",4000000,20139
0063688,The Thomas Crown Affair,6.9,102,1968,R,"A debonair, adventuresome bank executive believes he has pulled off the perfect multi-million dollar heist, only to match wits with an insurance investigator who will do anything to get her man.",4300000,43050
0062994,Smešno dekle,7.4,151,1968,G,"The life of Fanny Brice, famed comedienne and entertainer of the early 1900s: her rise to fame as a Ziegfeld Girl, her subsequent career, and her personal life, particularly her relationship with Nick Arnstein.",14100000,52225786
0062794,Charly,6.9,103,1968,M,An intellectually disabled man undergoes an experiment that gives him the intelligence of a genius.,,18530000
0063819,Winnie the Pooh and the Blustery Day,7.9,25,1968,G,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",,
0063654,The Subject Was Roses,7.0,107,1968,G,A young man returning home from World War II finds himself caught up in his parents&apos; turbulent relationship.,,
0063804,Why Man Creates,7.2,29,1968,,"Mixing animation with live-action, Saul Bass&apos; &quot;Why Man Creates&quot; is an eight-part meditation on the nature and struggle of creativity.",,
0063514,Robert Kennedy Remembered,7.0,30,1968,,"Shown on all television networks simultaneously and at the Chicago Democratic National Convention in August of 1968, this moving film tribute to a man who had hoped to win the presidency created a historic moment when it brought t...",,
0064665,Polnočni kavboj,7.8,113,1969,R,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",3600000,44802964
0064115,Butch Cassidy in Sundance Kid,8.0,110,1969,PG,"In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels..",6000000,102311848
0065126,Pravi pogum,7.4,128,1969,G,"A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager track down her father&apos;s murderer in the old American West.",,276418
0066579,Women in Love,7.1,131,1969,R,"Two best friends fall in love with a pair of women, but the relationships soon go in very different directions.",1600000,2098
0064418,"Hello, Dolly!",7.0,146,1969,G,"Matchmaker Dolly Levi travels to Yonkers to find a partner for &quot;half-a-millionaire&quot; Horace Vandergelder, convincing his niece, his niece&apos;s intended, and his two clerks to travel to New York City along the way.",25000000,403127
0065088,"Tudi konje streljajo, mar ne?",7.8,129,1969,M,The lives of a disparate group of contestants intertwine in a grueling and inhumane dance marathon.,,
0065234,Z,8.1,127,1969,M/PG,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,,83305
0064117,Cactus Flower,7.2,104,1969,M,"A dentist pretends to be married to avoid commitment, but when he falls for his girlfriend and proposes, he must recruit his lovelorn nurse to pose as his wife.",3000000,
0064840,The Prime of Miss Jean Brodie,7.6,116,1969,M/PG,"An eccentric teacher&apos;s romantic ideas about life and love impress her young pupils in 1930s Edinburgh, bringing her into direct conflict with the school&apos;s conservative headmistress.",2760000,1124
0064030,Anne of the Thousand Days,7.4,145,1969,M/PG,"King Henry VIII of England discards one wife, Catharine of Aragon, who has failed to produce a male heir, in favor of the young and beautiful Anne Boleyn.",,
0064639,Marooned,5.9,134,1969,G,Three American astronauts are stranded in space when their retros won&apos;t fire. Can they be rescued before their oxygen runs out?,8000000,
0064504,It&#x27;s Tough to Be a Bird,6.7,21,1969,G,"Part cartoon and part documentary, this film offers a humorous look at birds and the ways people perceive them.",,
0064043,L&#x27;amour de la vie - Artur Rubinstein,6.8,89,1969,,"An Oscar winning look at the life of Albert Rubinstein shortly after he turned 70. It contains some home movies of him and his family, but is primarily him talking and demonstrating his great skill as a pianist.",,
0064200,Czechoslovakia 1968,6.7,13,1969,,"Short documentary about 50 years of history of Czechoslovakia, with archive images.",,
0063160,Journey Into Self,6.2,47,1969,,The film portrays a 16-hour group-therapy session for eight well-adjusted people who had never met before.,,
0064623,The Magic Machines,6.0,15,1969,G,"A look at the life and work of Robert Gilbert, a young hippie sculptor who makes brilliantly-colored, motor-driven machines from metal trash and spare parts.",,
0066026,MASH,7.3,116,1970,R,The staff of a Korean War field hospital uses humor and hijinks to keep their sanity in the face of the horror of war.,3500000,81600000
0065377,Airport,6.6,137,1970,G,"A bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",10000000,100489151
0066206,Patton,7.9,172,1970,PG,The World War II phase of the career of controversial American general George S. Patton.,12000000,61749765
0066011,Ljubezenska zgodba,6.9,100,1970,PG,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.,2200000,106550690
0066473,Tora! Tora! Tora!,7.5,144,1970,G,"The story of the 1941 Japanese air raid on Pearl Harbor, and the series of preceding American blunders that aggravated its effectiveness.",25000000,
0066319,Ryan&#x27;s Daughter,7.4,200,1970,R,"Set in the wake of the 1916 Easter Rising, a married woman in a small Irish village has an affair with a troubled British officer.",15000000,8768
0065593,Cromwell,7.0,139,1970,G,Puritan statesman Oliver Cromwell leads England in a civil war against the absolutist and Catholic-sympathetic King Charles I.,3750000,
0066580,Woodstock,8.1,184,1970,R,Oscar-winning musical chronicle that brilliantly captures the three-day rock concert and celebration of peace and love that became a capstone for the Sixties.,600000,321295
0065976,Let It Be,7.6,81,1970,G,"The filmed account of The Beatles&apos; attempt to recapture their old group spirit by making a back-to-basics album, which instead drove them further apart.",,
0065889,Preiskava o neoporečnem državljanu,8.0,115,1970,R,A high-ranking police inspector kills his mistress and deliberately plants clues indicating his responsibility for the crime in a sardonic test to prove that he is above suspicion.,,
0065777,Il giardino dei Finzi Contini,7.2,94,1970,R,"The story of the Finzi-Continis, a noble family of Ferrara, during the Jewish persecution in Italy&apos;s 1930s.",,
0066016,Lovers and Other Strangers,6.5,104,1970,GP,"Mike and Susan&apos;s wedding is overshadowed by family drama, including Mike&apos;s brother&apos;s divorce, Susan&apos;s father&apos;s affair, her sister&apos;s marital troubles, and Mike&apos;s friend pursuing the maid of honor.",,
0066294,The Resurrection of Broncho Billy,5.9,21,1970,G,"The story of a young man (Johnny Crawford) who dreams of being a cowboy in the old west, but lives in a big city in present time.",2500,
0065901,Is It Always Right to Be Right?,6.3,8,1970,,"The world is divided into factions, on opposite sides of issues; each side is, of course, right. And so the gap between the people grows, until someone challenges the absolutist view of what&apos;s &quot;right.&quot;",,
0067093,Fiddler on the Roof,8.0,181,1971,G,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",9000000,10407890
0067116,Francoska zveza,7.7,104,1971,R,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.",1800000,51708862
0067328,Zadnja predstava,8.0,118,1971,R,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",1300000,29146255
0067309,Klute,7.1,114,1971,R,A small-town detective searching for a missing man has only one lead: a connection with a New York prostitute.,2500000,34741
0066817,Bedknobs and Broomsticks,7.1,117,1971,G,"An apprentice witch, three kids, and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",20000000,844
0067741,Shaft,6.6,100,1971,R,"A crime lord hires black private eye, John Shaft, to find and retrieve his kidnapped daughter.",1125000,
0067803,Summer of &#x27;42,7.2,104,1971,PG,A teenager spending his summer vacation on Nantucket Island develops an innocent love for a young war bride who&apos;s awaiting news about her husband&apos;s fate.,1000000,
0067483,Nicholas and Alexandra,7.2,183,1971,PG,"Tsar Nicholas II, the inept last monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family.",9000000,
0067217,The Hospital,7.1,103,1971,PG-13,A hospital&apos;s chief-of-staff struggles to find meaning in his life during a spate of staff deaths.,,
0067197,The Hellstrom Chronicle,7.3,90,1971,G,A scientist explains how the savagery and efficiency of the insect world could result in their taking over the world.,,
0068373,A Christmas Carol,7.6,28,1971,,An old bitter miser is given a chance for redemption when spirits visit him on Christmas Eve.,,
0065894,Interviews with My Lai Veterans,7.4,22,1971,,"Interviews with five former American soldiers who were present at the March 16, 1968 attack on the village of My Lai during the Vietnam War; they discuss the orders that were issued leading up to the attack, their expectations of ...",,
0067733,Centinelas del silencio,7.2,18,1971,G,An 18-minute helicopter-based aerial visit across the archaeological ruins in Mexico.,,
0066959,The Crunch Bird,5.3,2,1971,GP,"A woman goes into a pet store seeking a gift for her husband. She decides to get him a bird with a most unusual talent, but her gift brings about an unforeseen result.",,
0068646,Boter,9.2,175,1972,R,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,6000000,250342198
0068327,Kabaret,7.8,124,1972,PG,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,4600000,77612
0069113,The Poseidon Adventure,7.1,117,1972,PG,A group of passengers must embark on a harrowing struggle for survival after a rogue wave capsizes their cruise ship at sea.,5000000,84563118
0068334,Politicna kuhinja,7.0,110,1972,PG,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",1500000,
0068361,Le charme discret de la bourgeoisie,7.7,102,1972,PG,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",800000,103230
0069467,Viskningar och rop,7.9,92,1972,R,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",400000,37068
0069404,Potovanja z mojo teto,6.3,108,1972,PG,"At his mother&apos;s funeral, banker Henry meets his Aunt Augusta, an eccentric old woman who takes him on a wild adventure to rescue an old lover.",3200000,
0068326,Butterflies Are Free,7.2,109,1972,PG,A blind man moves into his own apartment against the wishes of his overprotective mother and befriends the freethinking young woman next door.,,
0068924,Marjoe,7.4,88,1972,PG,"This Oscar-winning documentary explores the life of one-time child evangelist and faith healer Marjoe Gortner. The son of professional evangelists, Gortner was preaching on the Southern tent-revival circuit by the age of 3.",,
0069373,Deze kleine wereld,7.1,15,1972,,Documentary about antique mechanical toys.,,
0069020,Norman Rockwell&#x27;s World... An American Dream,7.0,25,1972,G,"Narrated by Norman Rockwell, the film uses archival footage, dramatic reenactments, and the artist&apos;s work, to show how Rockwell recorded the world around him and reflected the aspirations and concerns of a whole generation.",,
0070047,The Exorcist,8.1,122,1973,R,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",11000000,430872776
0070735,Želo,8.2,129,1973,PG,Two grifters team up to pull off the ultimate con.,5500000,156000000
0070510,Papirnati mesec,8.1,102,1973,PG,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",2500000,591
0070903,The Way We Were,7.0,118,1973,PG,"During post-WWII McCarthyism, a diametrically opposed couple come together only to find out that genuine friendship and physical attraction is not enough to overcome fundamental societal beliefs.",5000000,45000493
0071129,Amarcord,7.8,123,1973,R,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,,197754
0070460,Ameriška noč,8.0,116,1973,PG,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",,509
0070509,The Paper Chase,7.2,113,1973,PG,"A first-year law student at Harvard Law School struggles with balancing his coursework and a woman, unaware that she has a connection that affects their relationship.",,
0070640,Rešite tigra,6.9,100,1973,R,"Troubled garment manufacturer Harry Stoner tries to make his small debt-ridden factory survive, hires an arsonist to burn down a building so Harry can collect the insurance money, he pimps for clients, and has flashbacks to the war.",1000000,
0070819,A Touch of Class,6.5,106,1973,PG,An insurance man and a recently divorced female fashion designer become clandestine lovers in a London-Spain tryst.,,
0069812,The Bolero,7.0,26,1973,Not Rated,The first part of this Academy Award-winning short consists of a behind-the-scenes look at the Los Angeles Philharmonic Orchestra as it prepares to perform Ravel&apos;s &quot;Bolero.&quot; Individual musicians offer their thoughts as workers set...,,
0070071,Frank Film,6.0,9,1973,G,One soundtrack features the animator narrating an autobiography; the other features him reading a list of words beginning with the letter &apos;F&apos;. The images on screen tie these two soundtracks together.,,
0071562,"Boter, II. del",9.0,202,1974,R,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",13000000,47983645
0071315,Kitajska četrt,8.1,130,1974,R,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",6000000,29232106
0072308,The Towering Inferno,7.0,165,1974,PG,"At the opening party of a colossal San Francisco skyscraper, a massive fire breaks out due to careless building practices by the contractor, threatening to destroy the tower and everyone in it.",14000000,116001993
0071877,Murder on the Orient Express,7.2,128,1974,PG,"In December 1935, when his transcontinental luxury train is stranded by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before, with a multitude of suspects.",1500000,27659517
0071455,Earthquake,5.9,122,1974,PG,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",7000000,79666653
0071577,The Great Gatsby,6.4,144,1974,PG,"A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love.",6500000,20563766
0071115,Alice ne zivi vec tukaj,7.3,112,1974,PG,"A recently-widowed woman is on the road with her precocious young son, determined to make a new life for herself as a singer.",1800000,18600211
0071604,Hearts and Minds,8.2,112,1974,R,A startling and courageous landmark documentary that unflinchingly confronted the United States&apos; involvement in Vietnam at the height of the controversy that surrounded it.,,28754
0071598,Clovek in macek,7.3,115,1974,R,"When his apartment building is torn down, a retired lifelong New Yorker goes on a cross-country odyssey with his beloved cat Tonto.",980000,
0071337,Closed Mondays,6.6,8,1974,,A man visiting a museum sees the works of art come to life.,,
0070135,The Great American Cowboy,6.6,89,1974,G,"A documentary about the rivalry between veteran Larry Mahan and newcomer Phil Lyne, as the two vie for the National Finals Rodeo Championship title.",,
0071943,Les... borgnes sont rois,6.4,15,1974,,A man and his dog go to walk.,,
0070561,Princeton: A Search for Answers,5.8,30,1974,,A film portrait of teaching and learning at Princeton University. From black holes in space to the B Minor Mass. A film about teachers and students who care to ask the question &quot;Why?&quot;,,
0073195,Žrelo,8.1,124,1975,PG,"When a massive killer shark unleashes chaos on a beach community off Long Island, it&apos;s up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",7000000,477916625
0073486,Let nad kukavičjim gnezdom,8.7,133,1975,R,A newly admitted mental patient helps his docile companions defy the tyrannical head nurse.,3000000,109115366
0072684,Barry Lyndon,8.1,185,1975,PG,An Irish rogue wins the heart of a rich widow and assumes her dead husband&apos;s aristocratic position in 18th-century England.,11000000,280093
0072890,Pasje popoldne,8.0,125,1975,R,"Three amateur robbers plan to hold up a Brooklyn bank. A nice, simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wr...",1800000,50005703
0073440,Nashville,7.6,160,1975,R,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention.",2200000,9995876
0073692,Šampon,6.4,110,1975,R,"On Election Day, 1968, irresponsible hairdresser and ladies&apos; man George Roundy is too busy cutting hair and dealing with his girlfriends and mistress Felicia Karpf, whose husband Lester is having an affair with his ex-girlfriend J...",4000000,49407734
0071411,Dersu Uzala,8.2,142,1975,G,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,4000000,14480
0073113,The Hindenburg,6.3,125,1975,PG,A chronicle of the Hindenburg disaster in which a zeppelin burst into flames.,15000000,
0073766,The Sunshine Boys,7.1,111,1975,PG,"A vaudeville duo agree to reunite for a television special, but it turns out that they can&apos;t stand each other.",3500000,
0169446,The Fifth Estate,7.7,60,1975,,Investigative journalist news documentaries are presented.,,
0073340,The Man Who Skied Down Everest,7.2,85,1975,G,This Oscar-winning documentary tells the story behind Japanese daredevil Yuichiro Miura&apos;s 1970 effort to ski down the world&apos;s tallest mountain.,410000,
0072939,The End of the Game,7.3,29,1975,,"Robin Lehman presents an intimate view of the panorama of African wildlife, giving a sense of what it is really like to be there, and in a dramatic climax makes a poignant plea for conservation. Filmed in Zaire, Kenya and Tanzania...",,
0073068,Great (Isambard Kingdom Brunel),6.5,30,1975,,"An animated film about the British engineer Isambard Kingdom Brunel, who spearheaded numerous engineering marvels of the early 19th century - including the Thames Tunnel, the Great Western Railway, and the Great Eastern steamship ...",,
0071430,Don&#x27;t,6.9,19,1975,,A short documentary film following the life cycle of the monarch butterfly.,,
0075148,Rocky,8.1,120,1976,PG,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,960000,117253345
0074958,Televizijska mreža,8.1,121,1976,R,"A television network cynically exploits a deranged former anchor&apos;s ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",3800000,23701317
0074812,Loganov pobeg,6.8,119,1976,PG,A police officer in the future uncovers the deadly secret behind a society that worships youth.,9000000,
0074119,Vsi predsednikovi možje,7.9,138,1976,PG,&quot;The Washington Post&quot; reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon&apos;s resignation.,8500000,70601199
0075005,The Omen,7.5,111,1976,R,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil&apos;s own son?,2800000,60922980
0074751,King Kong,6.0,134,1976,PG,A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.,24000000,52614445
0075265,Zvezda je rojena,6.1,139,1976,R,"Has-been singing idol John Norman Howard falls in love with young, up-and-coming songstress Esther Hoffman in Frank Pierson&apos;s version of the classic love story updated to the rock and roll era.",6000000,80000115
0074235,Zapisan slavi,7.2,147,1976,PG,The early life of Woody Guthrie as a vagabond folk singer.,,
0074291,Il Casanova di Federico Fellini,7.0,155,1976,R,Giacomo Casanova uses his sexuality to find his place in life amid eccentric and strange characters.,,227
0074605,Harlan County U.S.A.,8.2,103,1976,PG,A heartbreaking record of the thirteen-month struggle between a community fighting to survive and a corporation dedicated to the bottom line.,,
0074972,La victoire en chantant,6.7,90,1976,PG,"During World War I, French colonists lost in African desert decide to attack their German neighbors.",,
0072646,Angel and Big Joe,6.3,27,1976,,"Big Joe is a lineman for the telephone company. Angel is a teenage migrant worker. They form an unlikely alliance and start a rose-growing business. At first wary of each other, they grow to trust and like one another. Eventually,...",,
0074787,Leisure,6.0,14,1976,,A short course of boring history about how not to die of boredom.,,
0074987,Number Our Days,7.4,28,1976,,"A documentary study of a community of elderly Jews in Venice, California.",,
0074675,In the Region of Ice,6.8,37,1976,,"In this American Film Institute-subsidized short subject, Fionnula Flanagan plays a sharp-tongued but compassionate nun, while Peter Lempert is cast as a sullen, emotionally disturbed boy. The title refers to the &quot;thawing&quot; process...",,
0076759,Vojna zvezd: Epizoda IV - Novo upanje,8.6,121,1977,PG,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire&apos;s world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...",11000000,775398507
0075860,Bližnja srečanja tretje vrste,7.6,138,1977,PG,"An Indiana electric lineman finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",20000000,306889114
0075686,Annie Hall,7.9,93,1977,PG,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",4000000,38289445
0076095,The Goodbye Girl,7.4,111,1977,PG,"After being dumped by her live-in boyfriend, unemployed dancer Paula McFadden and her ten-year-old daughter Lucy are forced to live with struggling off-Broadway actor Elliot Garfield, who is subletting their apartment.",,
0076245,Julia,7.0,117,1977,PG,"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.",7840000,20714400
0076319,A Little Night Music,5.4,124,1977,PG,"Austria, circa 1900: the actress Desiree Armfeldt becomes entangled with multiple intersecting love affairs, which all converge for an evening at the Viennese country estate of her mother, a former courtesan.",,
0076348,La vie devant soi,7.1,105,1977,PG,"Madame Rosa, an ex-prostitute of Jewish origin, lives in a dilapidated old building in Belleville. Tired and worn out by life, she looks after young children, placed in her care by the social welfare people.",,
0076941,You Light Up My Life,4.8,90,1977,PG,A young performer struggles to balance her true artistic passions with her father&apos;s expectations while navigating complicated relationships and unresolved emotions that hold her back from reaching her full potential.,,
0076918,Who Are the DeBolts? and Where Did They Get Nineteen Kids?,7.2,72,1977,Not Rated,"Dorothy and Bob DeBolt&apos;s tale of the struggles and joys involved in their 19 adopted children, many of who are physically disabled war orphans.",,
0075847,Le château de sable,7.1,13,1977,,"On a sandy desert, a man made of sand constructs other sand creatures to help make a beautiful sand castle for themselves.",,
0076173,I&#x27;ll Find a Way,6.8,26,1977,,"Nadia DeFranco lives in Toronto and she has spina bifida. This film follows her through some of her daily activities as she goes to school, works with her therapists, visits her relatives and lives life with her family.",,
0076105,Gravity Is My Enemy,6.8,26,1977,,"A look at artist Mark Hicks of Manhattan Beach, California, a quadriplegic since falling out of a tree at age 14. His work is examined, along with a discussion of his being a student at UCLA, culminating with his first gallery sho...",,
